Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
17,Amari Cooper,22,OAK,WR,16,14,132,83,1153,13.9,5,49,46.2,64,5.2,72.1,62.9,8.7,2,PB,CoopAm00
18,Julio Jones,27,ATL,WR,14,14,129,83,1409,17.0,6,64,58.9,75,5.9,100.6,64.3,10.9,0,PBAP-1,JoneJu02
19,Kyle Rudolph,27,MIN,TE,16,16,132,83,840,10.1,7,50,50.0,44,5.2,52.5,62.9,6.4,0,,RudoKy00
20,David Johnson,25,ARI,RB,16,16,120,80,879,11.0,4,42,48.3,58,5.0,54.9,66.7,7.3,5,PBAP-1AP OPoY-3,JohnDa08
21,Greg Olsen,31,CAR,TE,16,16,129,80,1073,13.4,3,54,57.4,78,5.0,67.1,62.0,8.3,0,PBAP-2,OlseGr00
22,Pierre Garcon,30,WAS,WR,16,16,114,79,1041,13.2,3,53,60.5,70,4.9,65.1,69.3,9.1,0,,GarcPi00
23,Emmanuel Sanders,29,DEN,WR,16,16,137,79,1032,13.1,5,50,51.1,64,4.9,64.5,57.7,7.5,1,PB,SandEm00
24,Brandin Cooks,23,NOR,WR,16,12,117,78,1173,15.0,8,46,52.1,98,4.9,73.3,66.7,10.0,1,,CookBr00
25,Zach Ertz,26,PHI,TE,14,12,106,78,816,10.5,4,42,57.5,30,5.6,58.3,73.6,7.7,0,,ErtzZa00
26,DeAndre Hopkins,24,HOU,WR,16,16,151,78,954,12.2,4,57,47.0,51,4.9,59.6,51.7,6.3,0,,HopkDe00
27,Terrelle Pryor,27,CLE,WR,16,15,140,77,1007,13.1,4,50,49.3,54,4.8,62.9,55.0,7.2,1,,PryoTe00
28,Davante Adams,24,GNB,WR,16,15,121,75,997,13.3,12,46,48.8,66,4.7,62.3,62.0,8.2,2,,AdamDa01
29,Cole Beasley,27,DAL,WR,16,6,98,75,833,11.1,5,51,69.4,47,4.7,52.1,76.5,8.5,0,,BeasCo00
30,Le'Veon Bell,24,PIT,RB,12,12,94,75,616,8.2,2,32,58.5,32,6.3,51.3,79.8,6.6,4,PBAP-2AP OPoY-6AP CPoY-4,BellLe00
31,Jordan Matthews,24,PHI,WR,14,13,117,73,804,11.0,3,38,48.7,54,5.2,57.4,62.4,6.9,1,,MattJo00
32,Allen Robinson,23,JAX,WR,16,16,151,73,883,12.1,6,51,41.7,42,4.6,55.2,48.3,5.8,1,,RobiAl02
33,Willie Snead,24,NOR,WR,15,4,104,72,895,12.4,4,51,60.6,49,4.8,59.7,69.2,8.6,2,,SneaWi00
34,Mike Wallace,30,BAL,WR,16,16,116,72,1017,14.1,4,43,49.1,95,4.5,63.6,62.1,8.8,1,,WallMi00
35,Steve Smith Sr.,37,BAL,WR,14,14,101,70,799,11.4,5,39,55.4,52,5.0,57.1,69.3,7.9,0,,SmitSt01
36,Adam Thielen,26,MIN,WR,16,10,92,69,967,14.0,5,44,60.9,71,4.3,60.4,75.0,10.5,2,,ThieAd00
37,Tyrell Williams,24,SDG,WR,16,12,119,69,1059,15.3,7,0,0.0,51,4.3,66.2,58.0,8.9,0,,WillTy00
38,Jason Witten,34,DAL,TE,16,16,95,69,673,9.8,3,34,51.6,35,4.3,42.1,72.6,7.1,1,,WittJa00
39,Kenny Britt,28,LAR,WR,15,15,111,68,1002,14.7,5,47,51.4,66,4.5,66.8,61.3,9.0,2,,BritKe00
40,Anquan Boldin,36,DET,WR,16,16,95,67,584,8.7,8,41,58.9,35,4.2,36.5,70.5,6.1,0,,BoldAn00
41,Jamison Crowder,23,WAS,WR,16,9,99,67,847,12.6,7,34,49.5,55,4.2,52.9,67.7,8.6,2,,CrowJa00
42,A.J. Green,28,CIN,WR,10,10,100,66,964,14.6,4,42,54.0,54,6.6,96.4,66.0,9.6,0,PB,GreeA.00
43,Cameron Meredith,24,CHI,WR,14,10,97,66,888,13.5,4,44,56.7,50,4.7,63.4,68.0,9.2,3,,MereCa00
44,Jordan Reed,26,WAS,TE,12,8,89,66,686,10.4,6,41,59.6,33,5.5,57.2,74.2,7.7,1,PB,ReedJo02
45,Jimmy Graham,30,SEA,TE,16,15,95,65,923,14.2,6,45,58.9,42,4.1,57.7,68.4,9.7,2,PB,GrahJi00
46,Rishard Matthews,27,TEN,WR,16,9,108,65,945,14.5,9,43,55.6,60,4.1,59.1,60.2,8.8,1,,MattRi00
47,Sterling Shepard,23,NYG,WR,16,16,105,65,683,10.5,8,42,49.5,32,4.1,42.7,61.9,6.5,0,,ShepSt00
48,Delanie Walker,32,TEN,TE,15,9,102,65,800,12.3,7,35,49.0,47,4.3,53.3,63.7,7.8,1,PB,WalkHu00
49,Jeremy Kerley,28,SFO,WR,16,13,115,64,667,10.4,3,33,42.6,33,4.0,41.7,55.7,5.8,4,,KerlJe00
50,Brandon LaFell,30,CIN,WR,16,14,107,64,862,13.5,6,42,51.4,86,4.0,53.9,59.8,8.1,0,,LaFeBr00
51,Kelvin Benjamin,25,CAR,WR,16,13,118,63,941,14.9,7,50,49.2,50,3.9,58.8,53.4,8.0,1,,BenjKe00
52,Marqise Lee,25,JAX,WR,16,6,105,63,851,13.5,3,44,54.3,51,3.9,53.2,60.0,8.1,1,,LeexMa00
53,Eric Ebron,23,DET,TE,13,13,85,61,711,11.7,1,37,62.4,61,4.7,54.7,71.8,8.4,0,,EbroEr00
54,Tyreek Hill,22,KAN,WR,16,1,83,61,593,9.7,6,31,50.6,49,3.8,37.1,73.5,7.1,4,PBAP-1,HillTy00
55,Randall Cobb,26,GNB,WR,13,10,84,60,610,10.2,4,36,57.1,47,4.6,46.9,71.4,7.3,1,,CobbRa00
56,James White,24,NWE,RB,16,4,86,60,551,9.2,5,26,45.3,61,3.8,34.4,69.8,6.4,0,,WhitJa02
57,Jack Doyle,26,IND,TE,16,14,75,59,584,9.9,5,32,64.0,24,3.7,36.5,78.7,7.8,1,,DoylJa00
58,Brandon Marshall,32,NYJ,WR,15,15,128,59,788,13.4,3,45,40.6,41,3.9,52.5,46.1,6.2,0,,MarsBr00
59,Mohamed Sanu,27,ATL,WR,15,15,81,59,653,11.1,4,33,61.7,59,3.9,43.5,72.8,8.1,1,,SanuMo00
60,Tavon Austin,26,LAR,WR,15,15,106,58,509,8.8,3,25,34.0,43,3.9,33.9,54.7,4.8,5,,AustTa00
61,Quincy Enunwa,24,NYJ,WR,16,13,105,58,857,14.8,4,37,44.8,69,3.6,53.6,55.2,8.2,0,,EnunQu00
62,Dontrelle Inman,27,SDG,WR,16,16,97,58,810,14.0,4,0,0.0,57,3.6,50.6,59.8,8.4,0,,InmaDo00
63,Bilal Powell,28,NYJ,RB,16,4,74,58,388,6.7,2,21,43.2,22,3.6,24.3,78.4,5.2,1,,PoweBi00
64,Cameron Brate,25,TAM,TE,15,10,81,57,660,11.6,8,40,60.5,38,3.8,44.0,70.4,8.1,1,,BratCa00
65,Charles Clay,27,BUF,TE,15,15,87,57,552,9.7,4,22,47.1,40,3.8,36.8,65.5,6.3,0,,ClayCh00
66,DeSean Jackson,30,WAS,WR,15,15,100,56,1005,17.9,4,35,48.0,80,3.7,67.0,56.0,10.1,0,,JackDe00
67,DeVante Parker,23,MIA,WR,15,8,87,56,744,13.3,4,35,50.6,56,3.7,49.6,64.4,8.6,0,,ParkDe01
68,Gary Barnidge,31,CLE,TE,16,16,82,55,612,11.1,2,34,52.4,43,3.4,38.3,67.1,7.5,0,,BarnGa01
69,Martellus Bennett,29,NWE,TE,16,12,73,55,701,12.7,7,31,54.8,58,3.4,43.8,75.3,9.6,0,,BennMa00
70,Adam Humphries,23,TAM,WR,15,4,83,55,622,11.3,2,27,50.6,42,3.7,41.5,66.3,7.5,3,,HumpAd00
71,Marvin Jones,26,DET,WR,15,15,103,55,930,16.9,4,41,47.6,73,3.7,62.0,53.4,9.0,0,,JoneMa02
72,Tyler Boyd,22,CIN,WR,16,2,81,54,603,11.2,1,33,55.6,30,3.4,37.7,66.7,7.4,1,,BoydTy00
73,C.J. Fiedorowicz,25,HOU,TE,15,15,89,54,559,10.4,4,30,48.3,26,3.6,37.3,60.7,6.3,1,,FiedC.00
74,Devonta Freeman,24,ATL,RB,16,16,65,54,462,8.6,2,22,56.9,35,3.4,28.9,83.1,7.1,1,PB,FreeDe00
75,Ted Ginn Jr.,31,CAR,WR,16,8,95,54,752,13.9,4,27,42.1,88,3.4,47.0,56.8,7.9,3,,GinnTe00
76,Antonio Gates,36,SDG,TE,14,9,93,53,548,10.3,7,0,0.0,27,3.8,39.1,57.0,5.9,1,,GateAn00
77,Duke Johnson,23,CLE,RB,16,1,74,53,514,9.7,0,24,47.3,32,3.3,32.1,71.6,6.9,2,,JohnDu00
78,DeMarco Murray,28,TEN,RB,16,16,67,53,377,7.1,3,20,34.3,35,3.3,23.6,79.1,5.6,3,PB,MurrDe00
79,Theo Riddick,25,DET,RB,10,8,67,53,371,7.0,5,20,47.8,23,5.3,37.1,79.1,5.5,0,,RiddTh00
80,Alshon Jeffery,26,CHI,WR,12,12,94,52,821,15.8,2,42,53.2,54,4.3,68.4,55.3,8.7,0,,JeffAl00
81,Cordarrelle Patterson,25,MIN,WR,16,8,70,52,453,8.7,2,23,51.4,39,3.3,28.3,74.3,6.5,2,PBAP-1,PattCo00
82,Darren Sproles,33,PHI,RB,15,5,71,52,427,8.2,2,19,45.1,73,3.5,28.5,73.2,6.0,1,PB,SproDa00
83,Robert Woods,24,BUF,WR,13,10,76,51,613,12.0,1,34,56.6,34,3.9,47.2,67.1,8.1,0,,WoodRo02
84,Dez Bryant,28,DAL,WR,13,13,96,50,796,15.9,8,38,50.0,56,3.8,61.2,52.1,8.3,1,PB,BryaDe01
85,Coby Fleener,28,NOR,TE,16,8,81,50,631,12.6,3,28,56.8,50,3.1,39.4,61.7,7.8,2,,FleeCo00
86,Ryan Griffin,26,HOU,TE,16,5,74,50,442,8.8,2,19,51.4,45,3.1,27.6,67.6,6.0,1,,GrifRy00
87,Lance Kendricks,28,LAR,TE,16,16,87,50,499,10.0,2,22,42.5,44,3.1,31.2,57.5,5.7,1,,KendLa00
88,LeSean McCoy,28,BUF,RB,15,15,57,50,356,7.1,1,17,54.4,41,3.3,23.7,87.7,6.2,3,PB,McCoLe01
89,T.J. Yeldon,23,JAX,RB,15,13,68,50,312,6.2,1,16,38.2,17,3.3,20.8,73.5,4.6,2,,YeldT.00
90,Chris Thompson,26,WAS,RB,16,0,62,49,349,7.1,2,19,46.8,38,3.1,21.8,79.0,5.6,2,,ThomCh03
91,Eli Rogers,24,PIT,WR,13,8,66,48,594,12.4,3,24,57.6,39,3.7,45.7,72.7,9.0,2,,RogeEl00
92,Will Tye,25,NYG,TE,16,10,70,48,395,8.2,1,16,54.3,27,3.0,24.7,68.6,5.6,0,,TyexWi00
93,Travis Benjamin,27,SDG,WR,14,8,75,47,677,14.4,4,0,0.0,54,3.4,48.4,62.7,9.0,5,,BenjTr00
94,Will Fuller,22,HOU,WR,14,13,92,47,635,13.5,2,31,39.1,53,3.4,45.4,51.1,6.9,2,,FullWi01
95,Zach Miller,32,CHI,TE,10,8,64,47,486,10.3,4,28,62.5,34,4.7,48.6,73.4,7.6,0,,MillZa02
96,Mark Ingram,27,NOR,RB,16,14,58,46,319,6.9,4,18,53.4,22,2.9,19.9,79.3,5.5,2,,IngrMa01
97,Chris Conley,24,KAN,WR,16,11,69,44,530,12.0,0,30,56.5,39,2.8,33.1,63.8,7.7,1,,ConlCh00
98,Vernon Davis,32,WAS,TE,16,14,59,44,583,13.3,2,22,62.7,44,2.8,36.4,74.6,9.9,0,,DaviVe00
99,Jeremy Maclin,28,KAN,WR,12,12,76,44,536,12.2,2,29,47.4,44,3.7,44.7,57.9,7.1,0,,MaclJe00
100,Ty Montgomery,23,GNB,RB,15,6,56,44,348,7.9,0,20,51.8,24,2.9,23.2,78.6,6.2,2,,MontTy01
101,Terrance Williams,27,DAL,WR,16,15,61,44,594,13.5,4,34,65.6,47,2.8,37.1,72.1,9.7,1,,WillTe01
102,Todd Gurley,22,LAR,RB,16,16,58,43,327,7.6,0,16,39.7,33,2.7,20.4,74.1,5.6,2,,GurlTo01
103,Jerick McKinnon,24,MIN,RB,15,7,53,43,255,5.9,2,17,43.4,41,2.9,17.0,81.1,4.8,0,,McKiJe00
104,Robbie Chosen,23,NYJ,WR,16,8,78,42,587,14.0,2,19,43.6,52,2.6,36.7,53.8,7.5,1,,AndeRo04
105,Kenny Stills,24,MIA,WR,16,16,81,42,726,17.3,9,30,45.7,74,2.6,45.4,51.9,9.0,0,,StilKe00
106,Melvin Gordon,23,SDG,RB,13,11,57,41,419,10.2,2,0,0.0,35,3.2,32.2,71.9,7.4,2,PB,GordMe00
107,Jermaine Kearse,26,SEA,WR,16,15,89,41,510,12.4,1,24,41.6,36,2.6,31.9,46.1,5.7,0,,KearJe01
108,Tyler Lockett,24,SEA,WR,15,9,66,41,597,14.6,1,23,50.0,57,2.7,39.8,62.1,9.0,0,AP-2,LockTy00
109,Brian Quick,27,LAR,WR,16,8,77,41,564,13.8,3,22,40.3,65,2.6,35.3,53.2,7.3,0,,QuicBr00
110,Tajae Sharpe,22,TEN,WR,16,10,83,41,522,12.7,2,27,45.8,34,2.6,32.6,49.4,6.3,0,,SharTa00
111,Travaris Cadet,27,NOR,RB,15,1,54,40,281,7.0,4,18,53.7,25,2.7,18.7,74.1,5.2,0,,CadeTr00
112,Isaiah Crowell,23,CLE,RB,16,16,53,40,319,8.0,0,14,49.1,44,2.5,19.9,75.5,6.0,2,,CrowIs00
113,Giovani Bernard,25,CIN,RB,10,2,51,39,336,8.6,1,16,49.0,32,3.9,33.6,76.5,6.6,1,,BernGi00
114,John Brown,26,ARI,WR,15,6,73,39,517,13.3,2,28,50.7,30,2.6,34.5,53.4,7.1,1,,BrowJo02
115,Victor Cruz,30,NYG,WR,15,12,72,39,586,15.0,1,25,47.2,48,2.6,39.1,54.2,8.1,1,,CruzVi00
116,Jesse James,22,PIT,TE,16,13,60,39,338,8.7,3,20,51.7,24,2.4,21.1,65.0,5.6,0,,JameJe00
117,Frank Gore,33,IND,RB,16,16,47,38,277,7.3,4,14,53.2,49,2.4,17.3,80.9,5.9,2,,GoreFr00
118,Chris Hogan,29,NWE,WR,15,14,58,38,680,17.9,4,23,55.2,79,2.5,45.3,65.5,11.7,1,,HogaCh00
119,Seth Roberts,25,OAK,WR,16,6,77,38,397,10.4,5,22,37.7,41,2.4,24.8,49.4,5.2,0,,RobeSe00
120,Trey Burton,25,PHI,TE,15,4,60,37,327,8.8,1,21,43.3,32,2.5,21.8,61.7,5.5,0,,BurtTr01
121,Jermaine Gresham,28,ARI,TE,16,14,61,37,391,10.6,2,19,50.8,34,2.3,24.4,60.7,6.4,1,,GresJe00
122,Kyle Juszczyk,25,BAL,RB,16,7,49,37,266,7.2,0,12,38.8,40,2.3,16.6,75.5,5.4,0,PB,JuszKy00
123,Quinton Patton,26,SFO,WR,14,14,63,37,408,11.0,0,22,46.0,45,2.6,29.1,58.7,6.5,1,,PattQu00
124,Michael Floyd,27,2TM,WR,15,8,76,37,488,13.2,5,31,46.1,39,2.5,32.5,48.7,6.4,0,,FloyMi00
124,Michael Floyd,27,ARI,WR,13,7,70,33,446,13.5,4,28,44.3,39,2.5,34.3,47.1,6.4,0,,FloyMi00
124,Michael Floyd,27,NWE,WR,2,1,6,4,42,10.5,1,3,66.7,14,2.0,21.0,66.7,7.0,0,,FloyMi00
125,Nelson Agholor,23,PHI,WR,15,14,69,36,365,10.1,2,15,39.1,40,2.4,24.3,52.2,5.3,1,,AghoNe00
126,Dorial Green-Beckham,23,PHI,WR,15,7,74,36,392,10.9,2,25,44.6,26,2.4,26.1,48.6,5.3,0,,GreeDo00
127,Hunter Henry,22,SDG,TE,15,10,53,36,478,13.3,8,0,0.0,59,2.4,31.9,67.9,9.0,1,,HenrHu00
128,Dwayne Allen,26,IND,TE,14,14,52,35,406,11.6,6,25,63.5,23,2.5,29.0,67.3,7.8,1,,AlleDw00
129,Taylor Gabriel,25,ATL,WR,13,3,50,35,579,16.5,6,23,54.0,76,2.7,44.5,70.0,11.6,0,,GabrTa00
130,Allen Hurns,25,JAX,WR,11,11,76,35,477,13.6,3,23,39.5,42,3.2,43.4,46.1,6.3,1,,HurnAl01
131,Rashad Jennings,31,NYG,RB,13,12,42,35,201,5.7,1,8,35.7,24,2.7,15.5,83.3,4.8,1,,JennRa00
132,JJ Nelson,24,ARI,WR,15,6,74,34,568,16.7,6,26,44.6,80,2.3,37.9,45.9,7.7,1,,NelsJJ00
133,Terrance West,25,BAL,RB,16,13,45,34,236,6.9,1,11,53.3,17,2.1,14.8,75.6,5.2,2,,WestTe00
134,Corey Coleman,22,CLE,WR,10,10,73,33,413,12.5,3,18,37.0,58,3.3,41.3,45.2,5.7,0,,ColeCo00
135,Phillip Dorsett,23,IND,WR,15,7,59,33,528,16.0,2,20,44.1,64,2.2,35.2,55.9,8.9,1,,DorsPh00
136,Andrew Hawkins,30,CLE,WR,16,5,54,33,324,9.8,3,20,46.3,33,2.1,20.3,61.1,6.0,0,,HawkAn00
137,Latavius Murray,26,OAK,RB,14,12,43,33,264,8.0,0,11,48.8,39,2.4,18.9,76.7,6.1,2,,MurrLa00
138,Breshad Perriman,23,BAL,WR,16,1,66,33,499,15.1,3,19,36.4,53,2.1,31.2,50.0,7.6,0,,PerrBr02
139,Eddie Royal,30,CHI,WR,9,1,43,33,369,11.2,2,16,46.5,64,3.7,41.0,76.7,8.6,2,,RoyaEd00
140,Clive Walford,25,OAK,TE,15,8,52,33,359,10.9,3,19,42.3,31,2.2,23.9,63.5,6.9,0,,WalfCl00
141,Spencer Ware,25,KAN,RB,14,14,42,33,447,13.5,2,17,57.1,46,2.4,31.9,78.6,10.6,4,,WareSp00
142,Matt Asiata,29,MIN,RB,16,6,38,32,263,8.2,0,9,44.7,31,2.0,16.4,84.2,6.9,1,,AsiaMa00
143,Ezekiel Elliott,21,DAL,RB,15,15,39,32,363,11.3,1,11,48.7,83,2.1,24.2,82.1,9.3,5,PBAP-1AP MVP-3AP OPoY-5AP ORoY-2,ElliEz00
144,Malcolm Mitchell,24,NWE,WR,14,6,48,32,401,12.5,4,23,58.3,56,2.3,28.6,66.7,8.4,0,,MitcMa01
145,Devontae Booker,24,DEN,RB,16,6,45,31,265,8.5,1,8,40.0,43,1.9,16.6,68.9,5.9,4,,BookDe00
146,Tevin Coleman,23,ATL,RB,13,0,40,31,421,13.6,3,16,45.0,49,2.4,32.4,77.5,10.5,1,,ColeTe01
147,Lamar Miller,25,HOU,RB,14,14,39,31,188,6.1,1,9,56.4,16,2.2,13.4,79.5,4.8,2,,MillLa01
148,Albert Wilson,24,KAN,WR,16,5,51,31,279,9.0,2,11,37.3,42,1.9,17.4,60.8,5.5,0,,WilsAl02
149,Jared Cook,29,GNB,TE,10,5,51,30,377,12.6,1,19,47.1,47,3.0,37.7,58.8,7.4,1,,CookJa02
150,Kenneth Dixon,22,BAL,RB,12,0,41,30,162,5.4,1,7,34.1,16,2.5,13.5,73.2,4.0,1,,DixoKe00
151,Matt Forte,31,NYJ,RB,14,13,43,30,263,8.8,1,10,48.8,40,2.1,18.8,69.8,6.1,1,,FortMa00
152,Donte Moncrief,23,IND,WR,9,7,56,30,307,10.2,7,22,48.2,39,3.3,34.1,53.6,5.5,0,,MoncDo00
153,Richard Rodgers,24,GNB,TE,16,6,47,30,271,9.0,2,15,55.3,22,1.9,16.9,63.8,5.8,0,,RodgRi00
154,Julius Thomas,28,JAX,TE,9,6,51,30,281,9.4,4,15,41.2,24,3.3,31.2,58.8,5.5,0,,ThomJu00
155,Kamar Aiken,27,BAL,WR,16,6,50,29,328,11.3,1,18,42.0,29,1.8,20.5,58.0,6.6,0,,AikeKa00
156,Garrett Celek,28,SFO,TE,16,6,50,29,350,12.1,3,20,52.0,31,1.8,21.9,58.0,7.0,2,,CeleGa00
157,Shaun Draughn,29,SFO,RB,16,1,39,29,263,9.1,2,10,43.6,29,1.8,16.4,74.4,6.7,1,,DrauSh00
158,Tyler Eifert,26,CIN,TE,8,2,47,29,394,13.6,5,23,59.6,71,3.6,49.3,61.7,8.4,0,,EifeTy00
159,Marquise Goodwin,26,BUF,WR,15,9,68,29,431,14.9,3,20,39.7,84,1.9,28.7,42.6,6.3,0,,GoodMa00
160,Jordan Howard,22,CHI,RB,15,13,50,29,298,10.3,1,12,44.0,34,1.9,19.9,58.0,6.0,2,PB,HowaJo00
161,Jalen Richard,23,OAK,RB,16,0,39,29,194,6.7,2,8,30.8,29,1.8,12.1,74.4,5.0,0,,RichJa01
162,Kendall Wright,27,TEN,WR,11,4,42,29,416,14.3,3,18,54.8,48,2.6,37.8,69.0,9.9,0,,WrigKe01
163,Sammy Watkins,23,BUF,WR,8,8,52,28,430,15.4,2,20,51.9,62,3.5,53.8,53.8,8.3,0,,WatkSa00
164,Charcandrick West,25,KAN,RB,15,2,34,28,188,6.7,2,11,41.2,28,1.9,12.5,82.4,5.5,0,,WestCh01
165,Jay Ajayi,23,MIA,RB,15,12,35,27,151,5.6,0,8,45.7,15,1.8,10.1,77.1,4.3,4,PB,AjayJa00
166,Corey Brown,25,CAR,WR,16,8,53,27,276,10.2,1,16,37.7,27,1.7,17.3,50.9,5.2,1,,BrowPh00
167,Carlos Hyde,26,SFO,RB,13,13,33,27,163,6.0,3,7,48.5,19,2.1,12.5,81.8,4.9,5,,HydeCa00
168,Brandon Coleman,24,NOR,WR,16,4,38,26,281,10.8,3,16,60.5,38,1.6,17.6,68.4,7.4,0,,ColeBr00
169,Dion Sims,25,MIA,TE,14,11,35,26,256,9.8,4,14,60.0,28,1.9,18.3,74.3,7.3,0,,SimsDi00
170,Robert Turbin,27,IND,RB,15,0,35,26,179,6.9,1,9,37.1,19,1.7,11.9,74.3,5.1,0,,TurbRo00
171,Rob Gronkowski,27,NWE,TE,8,6,38,25,540,21.6,3,20,63.2,53,3.1,67.5,65.8,14.2,0,,GronRo00
172,C.J. Uzomah,23,CIN,TE,10,8,38,25,234,9.4,1,14,52.6,54,2.5,23.4,65.8,6.2,0,,UzomC.00
173,Fozzy Whittaker,27,CAR,RB,16,0,33,25,226,9.0,0,11,48.5,25,1.6,14.1,75.8,6.8,1,,WhitFo00
174,Vance McDonald,26,SFO,WR,11,11,45,24,391,16.3,4,13,46.7,75,2.2,35.5,53.3,8.7,0,,McDoVa00
175,Charles Sims,26,TAM,RB,7,2,32,24,190,7.9,1,10,43.8,33,3.4,27.1,75.0,5.9,1,,SimsCh00
176,Bryan Walters,29,JAX,WR,10,3,34,24,231,9.6,2,15,61.8,23,2.4,23.1,70.6,6.8,1,,WaltBr00
177,Danny Amendola,31,NWE,WR,12,4,29,23,243,10.6,4,14,62.1,32,1.9,20.3,79.3,8.4,3,,AmenDa00
178,Devin Funchess,22,CAR,WR,15,7,58,23,371,16.1,4,20,37.9,48,1.5,24.7,39.7,6.4,0,,FuncDe00
179,Russell Shepard,26,TAM,WR,14,4,40,23,341,14.8,2,19,57.5,24,1.6,24.4,57.5,8.5,0,,ShepRu00
180,Damien Williams,24,MIA,RB,15,0,32,23,249,10.8,3,10,34.4,58,1.5,16.6,71.9,7.8,1,,WillDa05
181,Virgil Green,28,DEN,TE,12,11,37,22,237,10.8,1,13,51.4,31,1.8,19.8,59.5,6.4,0,,GreeVi00
182,Tim Hightower,30,NOR,RB,16,1,26,22,200,9.1,1,11,57.7,50,1.4,12.5,84.6,7.7,0,,HighTi00
183,Jacob Tamme,31,ATL,TE,8,5,31,22,210,9.5,3,13,48.4,19,2.8,26.3,71.0,6.8,0,,TammJa00
184,Deonte Thompson,27,CHI,WR,16,6,36,22,249,11.3,2,18,55.6,24,1.4,15.6,61.1,6.9,1,,ThomDe04
185,Christine Michael,26,2TM,RB,15,7,29,22,107,4.9,1,4,44.8,13,1.5,7.1,75.9,3.7,2,,MichCh00
185,Christine Michael,26,SEA,RB,9,7,26,20,96,4.8,1,3,46.2,13,2.2,10.7,76.9,3.7,2,,MichCh00
185,Christine Michael,26,GNB,RB,6,0,3,2,11,5.5,0,1,33.3,10,0.3,1.8,66.7,3.7,0,,MichCh00
186,Sammie Coates,23,PIT,WR,14,5,49,21,435,20.7,2,16,32.7,72,1.5,31.1,42.9,8.9,0,,CoatSa00
187,Justin Hardy,25,ATL,WR,16,3,31,21,203,9.7,4,17,58.1,27,1.3,12.7,67.7,6.5,0,,HardJu00
188,Jeremy Hill,24,CIN,RB,15,13,27,21,174,8.3,0,6,59.3,25,1.4,11.6,77.8,6.4,0,,HillJe01
189,Jordan Norwood,30,DEN,WR,14,6,35,21,232,11.0,1,9,40.0,36,1.5,16.6,60.0,6.6,5,,NorwJo00
190,Paul Richardson,24,SEA,WR,15,0,36,21,288,13.7,1,17,52.8,39,1.4,19.2,58.3,8.0,0,,RichPa01
191,Josh Ferguson,23,IND,RB,16,0,26,20,136,6.8,0,5,42.3,14,1.3,8.5,76.9,5.2,1,,FergJo02
192,Chris Ivory,28,JAX,RB,11,1,28,20,186,9.3,0,10,42.9,37,1.8,16.9,71.4,6.6,5,,IvorCh00
