Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
72,Garrison Hearst,31,SFO,RB,16,16,69,48,317,6.6,1,14,39.1,16,3.0,19.8,69.6,4.6,4,,HearGa00
73,James Allen,27,HOU,RB,16,5,57,47,302,6.4,0,11,42.1,21,2.9,18.9,82.5,5.3,1,,AlleJa00
74,Ron Dugans,25,CIN,WR,16,5,73,47,421,9.0,0,24,45.2,31,2.9,26.3,64.4,5.8,0,,DugaRo00
75,Jamal Lewis,23,BAL,RB,16,15,60,47,442,9.4,1,14,36.7,77,2.9,27.6,78.3,7.4,8,AP CPoY-4,LewiJa00
76,Deuce McAllister,24,NOR,RB,15,15,74,47,352,7.5,3,15,36.5,30,3.1,23.5,63.5,4.8,4,PB,McAlDe00
77,Antwaan Randle El,23,PIT,WR,16,0,65,47,489,10.4,2,22,50.8,36,2.9,30.6,72.3,7.5,4,,RandAn00
78,Ricky Williams,25,MIA,RB,16,16,59,47,363,7.7,1,16,49.2,52,2.9,22.7,79.7,6.2,7,PBAP-1AP OPoY-4,WillRi00
79,Antonio Freeman,30,PHI,WR,16,1,80,46,600,13.0,4,28,48.8,59,2.9,37.5,57.5,7.5,0,,FreeAn00
80,James Stewart,31,DET,RB,14,9,70,46,333,7.2,2,13,38.6,52,3.3,23.8,65.7,4.8,0,,StewJa00
81,Stephen Alexander,27,SDG,TE,14,14,76,45,510,11.3,1,25,43.4,32,3.2,36.4,59.2,6.7,1,,AlexSt00
82,Richie Anderson,31,NYJ,FB,16,14,56,45,257,5.7,1,9,48.2,15,2.8,16.1,80.4,4.6,0,,AndeRi00
83,Corey Bradford,27,HOU,WR,16,16,106,45,697,15.5,6,24,34.0,81,2.8,43.6,42.5,6.6,0,,BradCo00
84,Antonio Bryant,21,DAL,WR,16,15,93,44,733,16.7,6,32,43.0,78,2.8,45.8,47.3,7.9,3,,BryaAn00
85,Qadry Ismail,32,IND,WR,14,14,84,44,462,10.5,3,23,42.9,42,3.1,33.0,52.4,5.5,0,,IsmaQa00
86,Freddie Jones,28,ARI,TE,16,16,81,44,358,8.1,1,14,40.7,24,2.8,22.4,54.3,4.4,0,,JoneFr00
87,Bobby Shaw,27,JAX,WR,16,10,74,44,525,11.9,1,32,50.0,48,2.8,32.8,59.5,7.1,1,,ShawBo00
88,Kyle Brady,30,JAX,TE,16,16,67,43,461,10.7,4,26,50.7,42,2.7,28.8,64.2,6.9,0,,BradKy00
89,Deion Branch,23,NWE,WR,13,7,68,43,489,11.4,2,23,50.0,49,3.3,37.6,63.2,7.2,1,,BranDe00
90,Larry Centers,34,BUF,FB,16,7,63,43,388,9.0,0,19,50.8,25,2.7,24.3,68.3,6.2,0,,CentLa00
91,Corey Dillon,28,CIN,RB,16,16,61,43,298,6.9,0,18,39.3,19,2.7,18.6,70.5,4.9,5,,DillCo00
92,Travis Henry,24,BUF,RB,16,16,59,43,309,7.2,1,14,50.8,26,2.7,19.3,72.9,5.2,11,PB,HenrTr00
93,Itula Mili,29,SEA,TE,16,12,64,43,508,11.8,2,23,53.1,49,2.7,31.8,67.2,7.9,1,,MiliIt00
94,Jerome Pathon,27,NOR,WR,14,13,80,43,523,12.2,4,25,40.0,64,3.1,37.4,53.8,6.5,0,,PathJe00
95,Marcus Pollard,30,IND,TE,15,15,69,43,478,11.1,6,21,42.0,41,2.9,31.9,62.3,6.9,1,,PollMa00
96,Ricky Proehl,34,STL,WR,16,2,70,43,466,10.8,4,29,51.4,33,2.7,29.1,61.4,6.7,0,,ProeRi00
97,Chad Lewis,31,PHI,TE,16,16,67,42,398,9.5,3,22,52.2,30,2.6,24.9,62.7,5.9,2,PB,LewiCh00
98,Donte' Stallworth,22,NOR,WR,13,7,69,42,594,14.1,8,26,52.2,57,3.2,45.7,60.9,8.6,0,,StalDo00
99,Amos Zereoue,26,PIT,RB,16,5,53,42,341,8.1,0,15,41.5,54,2.6,21.3,79.2,6.4,2,,ZereAm00
100,Kevin Dyson,27,TEN,WR,11,11,69,41,460,11.2,4,26,44.9,40,3.7,41.8,59.4,6.7,1,,DysoKe00
101,Jabar Gaffney,22,HOU,WR,16,14,81,41,483,11.8,1,27,42.0,27,2.6,30.2,50.6,6.0,1,,GaffJa00
102,T.J. Houshmandzadeh,25,CIN,WR,16,5,69,41,492,12.0,1,27,52.2,31,2.6,30.8,59.4,7.1,3,,HousTJ00
103,Frank Wycheck,31,TEN,TE,15,15,66,40,346,8.7,2,22,48.5,19,2.7,23.1,60.6,5.2,1,,WychFr00
104,Randy McMichael,23,MIA,TE,16,16,68,39,485,12.4,4,24,50.0,45,2.4,30.3,57.4,7.1,1,,McMiRa01
105,Dennis Northcutt,25,CLE,WR,13,0,50,38,601,15.8,5,31,72.0,43,2.9,46.2,76.0,12.0,2,,NortDe00
106,Marcel Shipp,24,ARI,RB,15,6,49,38,413,10.9,3,14,49.0,80,2.5,27.5,77.6,8.4,4,,ShipMa00
107,Michael Bennett,24,MIN,RB,16,16,41,37,351,9.5,1,16,58.5,45,2.3,21.9,90.2,8.6,4,PB,BennMi00
108,Andre' Davis,23,CLE,WR,16,4,72,37,420,11.4,6,6,11.1,31,2.3,26.3,51.4,5.8,1,,DaviAn01
109,Kevin Faulk,26,NWE,RB,15,0,53,37,379,10.2,3,14,45.3,36,2.5,25.3,69.8,7.2,1,,FaulKe00
110,Az-Zahir Hakim,25,DET,WR,10,10,82,37,541,14.6,3,26,39.0,64,3.7,54.1,45.1,6.6,0,,HakiAz00
111,Joe Jurevicius,28,TAM,WR,15,3,52,37,423,11.4,4,24,61.5,26,2.5,28.2,71.2,8.1,1,,JureJo00
112,Jim Kleinsasser,25,MIN,TE,14,12,50,37,393,10.6,1,22,62.0,39,2.6,28.1,74.0,7.9,0,,KleiJi00
113,Josh Reed,22,BUF,WR,16,2,59,37,509,13.8,2,23,52.5,42,2.3,31.8,62.7,8.6,1,,ReedJo01
114,Alge Crumpler,25,ATL,TE,16,9,58,36,455,12.6,5,26,51.7,33,2.3,28.4,62.1,7.8,0,,CrumAl00
115,Eddie George,29,TEN,RB,16,16,46,36,255,7.1,2,11,60.9,14,2.3,15.9,78.3,5.5,1,,GeorEd00
116,Eric Johnson,23,SFO,TE,12,10,65,36,321,8.9,0,12,46.2,38,3.0,26.8,55.4,4.9,0,,JohnEr00
117,Bill Schroeder,31,DET,WR,14,13,77,36,595,16.5,5,27,44.2,46,2.6,42.5,46.8,7.7,0,,SchrBi00
118,Mike Alstott,29,TAM,FB,16,9,48,35,242,6.9,2,11,54.2,44,2.2,15.1,72.9,5.0,4,PB,AlstMi00
119,Ashley Lelie,22,DEN,WR,16,1,53,35,525,15.0,2,24,60.4,48,2.2,32.8,66.0,9.9,0,,LeliAs00
120,Cory Schlesinger,30,DET,FB,16,14,54,35,263,7.5,0,13,38.9,43,2.2,16.4,64.8,4.9,2,,SchlCo00
121,Byron Chamberlain,31,MIN,TE,13,9,50,34,389,11.4,0,15,60.0,61,2.6,29.9,68.0,7.8,0,,ChamBy00
122,Ernie Conwell,30,STL,TE,16,11,48,34,419,12.3,2,18,52.1,52,2.1,26.2,70.8,8.7,0,,ConwEr00
123,Ken Dilger,31,TAM,TE,16,15,48,34,329,9.7,2,14,58.3,40,2.1,20.6,70.8,6.9,1,,DilgKe00
124,Rob Konrad,26,MIA,FB,16,12,45,34,233,6.9,3,14,62.2,19,2.1,14.6,75.6,5.2,2,,KonrRo00
125,Frank Sanders,29,ARI,WR,12,12,58,34,400,11.8,2,22,53.4,37,2.8,33.3,58.6,6.9,0,,SandFr00
126,Drew Bennett,24,TEN,WR,16,7,64,33,478,14.5,2,26,42.2,53,2.1,29.9,51.6,7.5,0,,BennDr00
127,Clinton Portis,21,DEN,RB,16,12,49,33,364,11.0,2,16,51.0,66,2.1,22.8,67.3,7.4,5,AP ORoY-1,PortCl00
128,David Boston,24,ARI,WR,8,8,75,32,512,16.0,1,28,40.0,34,4.0,64.0,42.7,6.8,0,,BostDa00
129,Doug Jolley,23,OAK,TE,16,3,37,32,409,12.8,2,20,70.3,33,2.0,25.6,86.5,11.1,0,,JollDo00
130,Jay Riemersma,29,BUF,TE,16,15,48,32,350,10.9,0,26,58.3,29,2.0,21.9,66.7,7.3,0,,RiemJa00
131,J.J. Stokes,30,SFO,WR,13,8,55,32,332,10.4,1,17,40.0,51,2.5,25.5,58.2,6.0,0,,StokJ.00
132,Kenny Watson,24,WAS,RB,16,4,43,32,253,7.9,1,6,32.6,62,2.0,15.8,74.4,5.9,0,,WatsKe00
133,Antowain Smith,30,NWE,RB,16,15,42,31,243,7.8,2,11,42.9,35,1.9,15.2,73.8,5.8,2,,SmitAn00
134,Lamar Gordon,22,STL,RB,13,5,38,30,278,9.3,2,13,65.8,25,2.3,21.4,78.9,7.3,4,,GordLa00
135,Santana Moss,23,NYJ,WR,15,3,52,30,433,14.4,4,21,46.2,47,2.0,28.9,57.7,8.3,2,,MossSa00
136,James McKnight,30,MIA,WR,15,9,47,29,528,18.2,2,18,51.1,77,1.9,35.2,61.7,11.2,2,,McKnJa00
137,Johnnie Morton,31,KAN,WR,14,14,64,29,397,13.7,1,25,45.3,30,2.1,28.4,45.3,6.2,0,,MortJo00
138,Anthony Becht,25,NYJ,TE,16,15,44,28,243,8.7,5,19,56.8,21,1.8,15.2,63.6,5.5,0,,BechAn00
139,Christian Fauria,31,NWE,TE,16,13,40,27,253,9.4,7,16,62.5,33,1.7,15.8,67.5,6.3,0,,FaurCh00
140,Ike Hilliard,26,NYG,WR,7,7,47,27,386,14.3,2,21,55.3,38,3.9,55.1,57.4,8.2,0,,HillIk00
141,Shawn Jefferson,33,ATL,WR,13,7,49,27,394,14.6,1,18,46.9,63,2.1,30.3,55.1,8.0,0,,JeffSh00
142,Mikhael Ricks,28,DET,TE,14,12,68,27,339,12.6,3,16,36.8,49,1.9,24.2,39.7,5.0,0,,RickMi00
143,Matt Schobel,24,CIN,TE,16,10,36,27,212,7.9,2,13,50.0,20,1.7,13.3,75.0,5.9,0,,SchoMa00
144,Moe Williams,28,MIN,RB,16,0,43,27,251,9.3,0,9,44.2,36,1.7,15.7,62.8,5.8,1,,WillMo00
145,Roland Williams,27,OAK,TE,16,12,40,27,213,7.9,0,12,60.0,19,1.7,13.3,67.5,5.3,1,,WillRo01
146,William Henderson,31,GNB,FB,15,12,32,26,168,6.5,3,12,62.5,17,1.7,11.2,81.3,5.3,0,,HendWi00
147,Jerramy Stevens,23,SEA,TE,12,1,42,26,252,9.7,3,15,45.2,29,2.2,21.0,61.9,6.0,1,,StevJe00
148,Scotty Anderson,23,DET,WR,16,4,56,25,322,12.9,1,20,37.5,34,1.6,20.1,44.6,5.8,1,,AndeSc00
149,Mark Campbell,27,CLE,TE,16,16,46,25,179,7.2,3,9,37.0,26,1.6,11.2,54.3,3.9,0,,CampMa00
150,Trevor Gaylor,25,ATL,WR,13,2,54,25,385,15.4,3,21,42.6,74,1.9,29.6,46.3,7.1,0,,GaylTr00
151,Jason McAddley,23,ARI,WR,9,8,69,25,362,14.5,1,18,33.3,42,2.8,40.2,36.2,5.2,0,,McAdJa00
152,Pete Mitchell,31,JAX,TE,16,11,36,25,246,9.8,2,14,63.9,45,1.6,15.4,69.4,6.8,0,,MitcPe00
153,Willie Jackson,31,2TM,WR,12,2,53,25,257,10.3,1,14,39.6,29,2.1,21.4,47.2,4.8,2,,JackWi00
153,Willie Jackson,31,ATL,WR,7,1,39,18,199,11.1,0,10,38.5,29,2.6,28.4,46.2,5.1,1,,JackWi00
153,Willie Jackson,31,WAS,WR,5,1,14,7,58,8.3,1,4,42.9,19,1.4,11.6,50.0,4.1,1,,JackWi00
154,Brandon Stokley,26,BAL,WR,8,5,52,24,357,14.9,2,16,42.3,35,3.0,44.6,46.2,6.9,1,,StokBr00
155,Anthony Thomas,25,CHI,RB,12,12,41,24,163,6.8,0,4,34.1,19,2.0,13.6,58.5,4.0,5,,ThomAn01
156,Stephen Davis,28,WAS,RB,12,12,33,23,142,6.2,1,3,42.4,14,1.9,11.8,69.7,4.3,4,,DaviSt00
157,Marc Edwards,28,NWE,FB,16,10,32,23,196,8.5,0,10,56.3,27,1.4,12.3,71.9,6.1,1,,EdwaMa00
158,Terance Mathis,35,PIT,WR,16,0,40,23,218,9.5,2,14,50.0,22,1.4,13.6,57.5,5.5,0,,MathTe00
159,Tony McGee,31,DAL,TE,16,16,30,23,294,12.8,1,15,66.7,58,1.4,18.4,76.7,9.8,0,,McGeTo00
160,Javon Walker,24,GNB,WR,15,2,50,23,319,13.9,1,14,38.0,30,1.5,21.3,46.0,6.4,1,,WalkJa00
161,Fred Beasley,28,SFO,FB,16,14,32,22,152,6.9,1,8,40.6,25,1.4,9.5,68.8,4.8,0,AP-2,BeasFr00
162,Reche Caldwell,23,SDG,WR,16,2,43,22,208,9.5,3,14,41.9,26,1.4,13.0,51.2,4.8,3,,CaldRe00
163,Dan Campbell,26,NYG,TE,16,16,31,22,175,8.0,1,10,51.6,27,1.4,10.9,71.0,5.6,0,,CampDa00
164,Germane Crowell,26,DET,WR,10,5,47,22,201,9.1,1,11,36.2,22,2.2,20.1,46.8,4.3,0,,CrowGe00
165,Ron Dixon,26,NYG,WR,10,3,36,22,377,17.1,2,18,58.3,33,2.2,37.7,61.1,10.5,1,,DixoRo00
166,Robert Ferguson,23,GNB,WR,16,1,52,22,293,13.3,3,15,38.5,40,1.4,18.3,42.3,5.6,0,,FergRo00
167,Fred McCrary,30,SDG,FB,16,16,31,22,96,4.4,3,5,29.0,25,1.4,6.0,71.0,3.1,1,,McCrFr00
168,Darnay Scott,30,DAL,WR,15,1,35,22,218,9.9,1,13,45.7,17,1.5,14.5,62.9,6.2,0,,ScotDa00
169,Mack Strong,31,SEA,FB,16,12,32,22,120,5.5,2,5,43.8,12,1.4,7.5,68.8,3.8,0,,StroMa00
170,Dwayne Carswell,30,DEN,TE,16,7,29,21,189,9.0,1,9,55.2,19,1.3,11.8,72.4,6.5,0,,CarsDw00
171,JaJuan Dawson,25,HOU,WR,14,2,39,21,286,13.6,0,17,46.2,28,1.5,20.4,53.8,7.3,1,,DawsJa00
172,Troy Hambrick,26,DAL,RB,16,0,24,21,99,4.7,0,1,25.0,14,1.3,6.2,87.5,4.1,2,,HambTr00
173,MarTay Jenkins,27,ARI,WR,8,1,43,21,250,11.9,1,13,44.2,65,2.6,31.3,48.8,5.8,0,,JenkMa00
174,Darnerien McCants,26,WAS,WR,9,1,41,21,256,12.2,2,16,43.9,32,2.3,28.4,51.2,6.2,1,,McCaDa00
175,Lorenzo Neal,32,CIN,FB,16,8,29,21,133,6.3,1,7,55.2,15,1.3,8.3,72.4,4.6,0,PB,NealLo00
176,Jake Reed,35,NOR,WR,14,2,47,21,360,17.1,3,16,42.6,54,1.5,25.7,44.7,7.7,1,,ReedJa00
177,Marcus Robinson,27,CHI,WR,16,2,52,21,244,11.6,3,9,23.1,45,1.3,15.3,40.4,4.7,0,,RobiMa00
178,Marc Boerigter,24,KAN,WR,16,2,38,20,420,21.0,8,17,52.6,99,1.3,26.3,52.6,11.1,0,,BoerMa00
179,John Davis,29,CHI,TE,10,8,33,20,193,9.7,3,12,51.5,37,2.0,19.3,60.6,5.8,0,,DaviJo00
180,Dante Hall,24,KAN,WR,16,0,35,20,322,16.1,3,11,45.7,75,1.3,20.1,57.1,9.2,3,PBAP-2,HallDa00
181,Thomas Jones,24,ARI,RB,9,9,30,20,113,5.7,0,4,36.7,17,2.2,12.6,66.7,3.8,3,,JoneTh00
182,Lamar Smith,32,CAR,RB,11,11,26,20,167,8.4,0,8,46.2,58,1.8,15.2,76.9,6.4,2,,SmitLa00
183,Steve Bush,28,ARI,TE,16,12,27,19,121,6.4,1,5,51.9,13,1.2,7.6,70.4,4.5,0,,BushSt00
184,Aveion Cason,23,DET,RB,10,3,32,19,288,15.2,2,8,31.3,37,1.9,28.8,59.4,9.0,0,,CasoAv00
185,Dorsey Levens,32,PHI,RB,16,0,28,19,124,6.5,1,6,32.1,24,1.2,7.8,67.9,4.4,1,,LeveDo00
186,Justin McCareins,24,TEN,WR,16,1,48,19,301,15.8,2,12,33.3,55,1.2,18.8,39.6,6.3,0,,McCaJu00
187,Stanley Pritchett,29,CHI,FB,16,2,27,19,165,8.7,1,10,55.6,24,1.2,10.3,70.4,6.1,0,,PritSt00
188,Wesley Walls,36,CAR,TE,15,14,36,19,241,12.7,4,12,38.9,27,1.3,16.1,52.8,6.7,0,,WallWe00
189,Dedric Ward,28,MIA,WR,16,1,39,19,172,9.1,0,11,33.3,22,1.2,10.8,48.7,4.4,1,,WardDe00
190,Mike Anderson,29,DEN,FB,15,12,24,18,167,9.3,2,7,66.7,52,1.2,11.1,75.0,7.0,2,,AndeMi00
191,Brandon Bennett,29,CIN,RB,12,0,25,18,109,6.1,0,3,36.0,15,1.5,9.1,72.0,4.4,2,,BennBr00
192,Chris Doering,29,WAS,WR,15,3,42,18,192,10.7,2,13,35.7,33,1.2,12.8,42.9,4.6,1,,DoerCh00
193,Robert Edwards,28,MIA,RB,12,0,23,18,126,7.0,1,10,47.8,14,1.5,10.5,78.3,5.5,0,AP CPoY-2,EdwaRo00
194,Troy Edwards,25,STL,WR,14,0,24,18,157,8.7,2,8,45.8,48,1.3,11.2,75.0,6.5,1,,EdwaTr00
195,Tony Fisher,23,GNB,RB,15,1,22,18,70,3.9,0,3,36.4,11,1.2,4.7,81.8,3.2,2,,FishTo00
