Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
54,Todd Heap,29,BAL,TE,16,16,75,53,593,11.2,6,33,57.3,31,3.3,37.1,70.7,7.9,1,,HeapTo00
55,Maurice Jones-Drew,24,JAX,RB,16,16,71,53,374,7.1,1,16,46.5,19,3.3,23.4,74.6,5.3,2,PB,DrewMa00
56,Muhsin Muhammad,36,CAR,WR,14,13,89,53,581,11.0,1,32,53.9,27,3.8,41.5,59.6,6.5,0,,MuhaMu00
57,Kevin Walter,28,HOU,WR,14,14,70,53,611,11.5,2,33,70.0,41,3.8,43.6,75.7,8.7,0,,WaltKe00
58,Frank Gore,26,SFO,RB,14,14,75,52,406,7.8,3,14,45.3,48,3.7,29.0,69.3,5.4,4,PB,GoreFr00
59,Josh Morgan,24,SFO,WR,16,15,80,52,527,10.1,3,18,38.8,61,3.3,32.9,65.0,6.6,0,,MorgJo00
60,Joseph Addai,26,IND,RB,15,15,63,51,336,6.6,3,18,46.0,25,3.4,22.4,81.0,5.3,1,,AddaJo00
61,Andre Caldwell,24,CIN,WR,16,3,80,51,432,8.5,3,29,52.5,24,3.2,27.0,63.8,5.4,4,,CaldAn00
62,John Carlson,25,SEA,TE,16,16,83,51,574,11.3,7,27,47.0,42,3.2,35.9,61.4,6.9,0,,CarlJo00
63,Devery Henderson,27,NOR,WR,16,11,83,51,804,15.8,2,33,53.0,75,3.2,50.3,61.4,9.7,0,,HendDe00
64,Torry Holt,33,JAX,WR,15,12,103,51,722,14.2,0,35,45.6,63,3.4,48.1,49.5,7.0,1,,HoltTo00
65,Steven Jackson,26,STL,RB,15,15,75,51,322,6.3,0,16,34.7,38,3.4,21.5,68.0,4.3,2,PBAP-2,JackSt00
66,Greg Camarillo,27,MIA,WR,16,16,72,50,552,11.0,0,28,62.5,29,3.1,34.5,69.4,7.7,0,,CamaGr00
67,Michael Jenkins,27,ATL,WR,15,9,90,50,635,12.7,1,29,43.3,50,3.3,42.3,55.6,7.1,0,,JenkMi00
68,Chris Johnson,24,TEN,RB,16,16,71,50,503,10.1,2,18,39.4,69,3.1,31.4,70.4,7.1,3,PBAP-1AP OPoY-1,JohnCh04
69,Antwaan Randle El,30,WAS,WR,16,3,77,50,530,10.6,0,33,50.6,44,3.1,33.1,64.9,6.9,4,,RandAn00
70,Michael Crabtree,22,SFO,WR,11,11,86,48,625,13.0,2,28,37.2,50,4.4,56.8,55.8,7.3,1,,CrabMi00
71,Fred Davis,23,WAS,TE,16,10,76,48,509,10.6,6,31,48.7,29,3.0,31.8,63.2,6.7,0,,DaviFr01
72,Jeremy Shockey,29,NOR,TE,13,12,67,48,569,11.9,3,29,61.2,66,3.7,43.8,71.6,8.5,0,,ShocJe00
73,Mike Thomas,22,JAX,WR,14,4,62,48,453,9.4,1,28,66.1,28,3.4,32.4,77.4,7.3,1,,ThomMi01
74,Donnie Avery,25,STL,WR,16,16,97,47,589,12.5,5,24,39.2,50,2.9,36.8,48.5,6.1,2,,AverDo00
75,Dwayne Bowe,25,KAN,WR,11,9,87,47,589,12.5,4,30,44.8,41,4.3,53.5,54.0,6.8,1,,BoweDw00
76,Reggie Bush,24,NOR,RB,14,8,68,47,335,7.1,3,16,48.5,29,3.4,23.9,69.1,4.9,4,,BushRe00
77,Pierre Garcon,23,IND,WR,14,13,92,47,765,16.3,4,33,45.7,66,3.4,54.6,51.1,8.3,1,,GarcPi00
78,Hakeem Nicks,21,NYG,WR,14,6,74,47,790,16.8,6,32,51.4,68,3.4,56.4,63.5,10.7,2,,NickHa01
79,Nate Washington,26,TEN,WR,16,15,95,47,569,12.1,6,34,43.2,35,2.9,35.6,49.5,6.0,1,,WashNa00
80,Fred Jackson,28,BUF,RB,16,11,61,46,371,8.1,2,22,42.6,21,2.9,23.2,75.4,6.1,4,,JackFr02
81,Deion Branch,30,SEA,WR,14,5,79,45,437,9.7,2,18,40.5,35,3.2,31.2,57.0,5.5,0,,BranDe00
82,Malcom Floyd,28,SDG,WR,16,9,76,45,776,17.2,1,36,57.9,53,2.8,48.5,59.2,10.2,0,,FloyMa00
83,Dustin Keller,25,NYJ,TE,16,12,82,45,522,11.6,2,27,40.2,40,2.8,32.6,54.9,6.4,1,,KellDu00
84,Johnny Knox,23,CHI,WR,15,0,80,45,527,11.7,5,22,41.3,68,3.0,35.1,56.3,6.6,3,PB,KnoxJo00
85,Robert Meachem,25,NOR,WR,16,7,64,45,722,16.0,9,30,54.7,54,2.8,45.1,70.3,11.3,2,,MeacRo00
86,Bo Scaife,28,TEN,TE,14,10,70,45,440,9.8,1,24,45.7,27,3.2,31.4,64.3,6.3,1,,ScaiBo00
87,Darren Sproles,26,SDG,RB,16,2,57,45,497,11.0,4,20,50.9,81,2.8,31.1,78.9,8.7,3,,SproDa00
88,Chris Chambers,31,2TM,WR,16,14,92,45,730,16.2,5,32,42.4,61,2.8,45.6,48.9,7.9,0,,ChamCh00
88,Chris Chambers,31,SDG,WR,7,5,31,9,122,13.6,1,7,25.8,20,1.3,17.4,29.0,3.9,0,,ChamCh00
88,Chris Chambers,31,KAN,WR,9,9,61,36,608,16.9,4,25,50.8,61,4.0,67.6,59.0,10.0,0,,ChamCh00
89,Braylon Edwards,26,2TM,WR,16,15,95,45,680,15.1,4,36,45.3,65,2.8,42.5,47.4,7.2,1,,EdwaBr00
89,Braylon Edwards,26,CLE,WR,4,4,23,10,139,13.9,0,10,43.5,24,2.5,34.8,43.5,6.0,0,,EdwaBr00
89,Braylon Edwards,26,NYJ,WR,12,11,72,35,541,15.5,4,26,45.8,65,2.9,45.1,48.6,7.5,1,,EdwaBr00
90,Lee Evans,28,BUF,WR,16,16,96,44,612,13.9,7,27,38.5,50,2.8,38.3,45.8,6.4,0,,EvanLe00
91,Steve Slaton,23,HOU,RB,11,10,55,44,417,9.5,4,20,60.0,38,4.0,37.9,80.0,7.6,7,,SlatSt00
92,Chester Taylor,30,MIN,RB,16,0,59,44,389,8.8,1,18,39.0,33,2.8,24.3,74.6,6.6,2,,TaylCh01
93,Danny Amendola,24,STL,WR,14,2,63,43,326,7.6,1,19,47.6,25,3.1,23.3,68.3,5.2,4,,AmenDa00
94,Laveranues Coles,32,CIN,WR,16,13,77,43,514,12.0,5,29,49.4,40,2.7,32.1,55.8,6.7,0,,ColeLa00
95,Adrian Peterson,24,MIN,RB,16,15,57,43,436,10.1,0,16,47.4,63,2.7,27.3,75.4,7.6,7,PBAP-1,PeteAd01
96,Kevin Boss,25,NYG,TE,15,15,69,42,567,13.5,5,26,43.5,35,2.8,37.8,60.9,8.2,0,,BossKe00
97,Kenny Britt,21,TEN,WR,16,6,75,42,701,16.7,3,34,50.7,57,2.6,43.8,56.0,9.3,1,,BritKe00
98,Jason Avant,26,PHI,WR,16,9,58,41,587,14.3,3,24,56.9,58,2.6,36.7,70.7,10.1,1,,AvanJa00
99,Justin Forsett,24,SEA,RB,16,2,57,41,350,8.5,1,13,38.6,47,2.6,21.9,71.9,6.1,4,,ForsJu00
100,Kevin Smith,23,DET,RB,13,13,57,41,415,10.1,1,16,54.4,63,3.2,31.9,71.9,7.3,3,,SmitKe02
101,Jamaal Charles,23,KAN,RB,15,10,55,40,297,7.4,1,11,36.4,49,2.7,19.8,72.7,5.4,4,,CharJa00
102,Owen Daniels,27,HOU,TE,8,8,58,40,519,13.0,5,28,58.6,44,5.0,64.9,69.0,8.9,1,,DaniOw00
103,LeSean McCoy,21,PHI,RB,16,4,55,40,308,7.7,0,13,41.8,45,2.5,19.3,72.7,5.6,2,,McCoLe01
104,Antonio Bryant,28,TAM,WR,13,11,86,39,600,15.4,4,25,38.4,42,3.0,46.2,45.3,7.0,0,,BryaAn00
105,Pierre Thomas,25,NOR,RB,14,6,45,39,302,7.7,2,12,48.9,36,2.8,21.6,86.7,6.7,2,,ThomPi00
106,Mike Wallace,23,PIT,WR,16,4,72,39,756,19.4,6,28,48.6,60,2.4,47.3,54.2,10.5,1,AP ORoY-3,WallMi00
107,David Anderson,26,HOU,TE,16,8,53,38,370,9.7,0,22,52.8,27,2.4,23.1,71.7,7.0,0,,AndeDa01
108,Ted Ginn Jr.,24,MIA,WR,16,12,78,38,454,11.9,1,25,43.6,53,2.4,28.4,48.7,5.8,2,,GinnTe00
109,Roy Williams,28,DAL,WR,15,13,86,38,596,15.7,7,29,43.0,66,2.5,39.7,44.2,6.9,1,,WillRo04
110,Patrick Crayton,30,DAL,WR,16,6,67,37,622,16.8,5,27,49.3,80,2.3,38.9,55.2,9.3,4,,CrayPa00
111,Julian Edelman,23,NWE,WR,11,7,54,37,359,9.7,1,19,53.7,29,3.4,32.6,68.5,6.6,1,,EdelJu00
112,Kevin Faulk,33,NWE,RB,15,7,53,37,301,8.1,1,13,45.3,38,2.5,20.1,69.8,5.7,1,,FaulKe00
113,Donald Lee,29,GNB,TE,16,10,54,37,260,7.0,1,11,37.0,19,2.3,16.3,68.5,4.8,0,,LeexDo00
114,Eddie Royal,23,DEN,WR,14,12,79,37,345,9.3,0,23,39.2,20,2.6,24.6,46.8,4.4,1,,RoyaEd00
115,Bobby Wade,28,KAN,WR,12,6,74,36,367,10.2,2,17,39.2,25,3.0,30.6,48.6,5.0,3,,WadeBo00
116,Bryant Johnson,28,DET,WR,16,16,87,35,417,11.9,3,23,34.5,36,2.2,26.1,40.2,4.8,0,,JohnBr02
117,Julius Jones,28,SEA,RB,14,14,43,35,232,6.6,2,10,32.6,49,2.5,16.6,81.4,5.4,0,,JoneJu01
118,Dennis Northcutt,32,DET,WR,16,2,63,35,357,10.2,1,18,41.3,47,2.2,22.3,55.6,5.7,2,,NortDe00
119,David Thomas,26,NOR,TE,15,8,48,35,356,10.2,1,18,54.2,37,2.3,23.7,72.9,7.4,0,,ThomDa02
120,Ricky Williams,32,MIA,RB,16,7,53,35,264,7.5,2,9,41.5,59,2.2,16.5,66.0,5.0,5,,WillRi00
121,Mark Clayton,27,BAL,WR,14,12,74,34,480,14.1,2,24,37.8,54,2.4,34.3,45.9,6.5,1,,ClayMa01
122,Brandon Gibson,22,STL,WR,9,4,69,34,348,10.2,1,23,44.9,23,3.8,38.7,49.3,5.0,2,,GibsBr00
123,Jerome Harrison,26,CLE,RB,14,7,50,34,220,6.5,2,12,36.0,18,2.4,15.7,68.0,4.4,2,,HarrJe00
124,Mohamed Massaquoi,23,CLE,WR,16,11,95,34,624,18.4,3,24,32.6,59,2.1,39.0,35.8,6.6,1,,MassMo00
125,Randy McMichael,30,STL,TE,16,16,62,34,332,9.8,1,13,43.5,35,2.1,20.8,54.8,5.4,0,,McMiRa01
126,Louis Murphy,22,OAK,WR,16,9,96,34,521,15.3,4,26,28.1,75,2.1,32.6,35.4,5.4,0,,MurpLo00
127,Kelley Washington,30,BAL,WR,15,2,48,34,431,12.7,2,27,62.5,28,2.3,28.7,70.8,9.0,0,,WashKe00
128,James Jones,25,GNB,WR,16,3,62,32,440,13.8,5,16,38.7,74,2.0,27.5,51.6,7.1,0,,JoneJa04
129,Marcedes Lewis,25,JAX,TE,15,15,59,32,518,16.2,2,20,42.4,47,2.1,34.5,54.2,8.8,1,,LewiMa00
130,Correll Buckhalter,31,DEN,RB,14,7,38,31,240,7.7,0,6,44.7,30,2.2,17.1,81.6,6.3,3,,BuckCo00
131,Anthony Fasano,25,MIA,TE,14,14,53,31,339,10.9,2,21,43.4,27,2.2,24.2,58.5,6.4,2,,FasaAn00
132,Brian Hartline,23,MIA,WR,16,2,56,31,506,16.3,3,26,50.0,67,1.9,31.6,55.4,9.0,0,,HartBr00
133,Tony Scheffler,26,DEN,TE,15,9,50,31,416,13.4,2,17,54.0,52,2.1,27.7,62.0,8.3,0,,ScheTo00
134,Sammie Stroughter,23,TAM,WR,13,0,60,31,334,10.8,1,19,41.7,35,2.4,25.7,51.7,5.6,0,,StroSa00
135,Brian Leonard,25,CIN,RB,14,1,35,30,217,7.2,0,13,48.6,18,2.1,15.5,85.7,6.2,1,,LeonBr00
136,Brandon Pettigrew,24,DET,TE,11,11,54,30,346,11.5,2,20,48.1,30,2.7,31.5,55.6,6.4,1,,PettBr00
137,Jason Snelling,26,ATL,RB,14,2,39,30,259,8.6,1,13,43.6,38,2.1,18.5,76.9,6.6,2,,SnelJa00
138,Chansi Stuckey,26,2TM,WR,15,3,66,30,318,10.6,2,21,37.9,40,2.0,21.2,45.5,4.8,0,,StucCh20
138,Chansi Stuckey,26,NYJ,WR,4,3,26,11,120,10.9,1,7,30.8,30,2.8,30.0,42.3,4.6,0,,StucCh20
138,Chansi Stuckey,26,CLE,WR,11,0,40,19,198,10.4,1,14,42.5,40,1.7,18.0,47.5,5.0,0,,StucCh20
139,Chris Cooley,27,WAS,TE,7,7,45,29,332,11.4,2,17,51.1,25,4.1,47.4,64.4,7.4,1,,CoolCh00
140,Will Heller,28,DET,TE,16,9,50,29,296,10.2,3,16,42.0,24,1.8,18.5,58.0,5.9,0,,HellWi00
141,Chaz Schilens,24,OAK,WR,8,8,52,29,365,12.6,2,17,44.2,25,3.6,45.6,55.8,7.0,0,,SchiCh00
142,Ben Watson,29,NWE,TE,16,7,41,29,404,13.9,5,20,65.9,36,1.8,25.3,70.7,9.9,0,,WatsBe00
143,DeAngelo Williams,26,CAR,RB,13,13,41,29,252,8.7,0,14,58.5,30,2.2,19.4,70.7,6.1,3,PB,WillDe02
144,Justin Gage,28,TEN,WR,12,10,67,28,383,13.7,3,22,38.8,49,2.3,31.9,41.8,5.7,0,,GageJu00
145,Daniel Graham,31,DEN,TE,16,14,43,28,289,10.3,1,14,46.5,24,1.8,18.1,65.1,6.7,0,,GrahDa00
146,Marshawn Lynch,23,BUF,RB,13,6,37,28,179,6.4,0,6,27.0,35,2.2,13.8,75.7,4.8,3,,LyncMa00
147,Knowshon Moreno,22,DEN,RB,16,9,41,28,213,7.6,2,8,41.5,27,1.8,13.3,68.3,5.2,4,AP ORoY-3,MoreKn00
148,Cadillac Williams,27,TAM,RB,16,15,39,28,217,7.8,3,10,46.2,22,1.8,13.6,71.8,5.6,1,AP CPoY-2,WillCa02
149,Rock Cartwright,30,WAS,FB,16,2,32,27,242,9.0,1,10,50.0,51,1.7,15.1,84.4,7.6,0,,CartRo01
150,Alge Crumpler,32,TEN,TE,16,14,37,27,222,8.2,1,9,59.5,27,1.7,13.9,73.0,6.0,1,,CrumAl00
151,J.P. Foschi,27,CIN,TE,15,10,37,27,260,9.6,2,9,45.9,27,1.8,17.3,73.0,7.0,1,,FoscJo00
152,Jacoby Jones,25,HOU,WR,14,1,40,27,437,16.2,6,19,57.5,45,1.9,31.2,67.5,10.9,2,,JoneJa03
153,Josh Reed,29,BUF,WR,14,4,45,27,291,10.8,1,18,48.9,29,1.9,20.8,60.0,6.5,3,,ReedJo01
154,Marion Barber III,26,DAL,RB,15,15,36,26,221,8.5,0,10,47.2,42,1.7,14.7,72.2,6.1,2,,BarbMa01
155,Joel Dreessen,27,HOU,TE,16,11,39,26,320,12.3,1,16,66.7,25,1.6,20.0,66.7,8.2,0,,DreeJo00
156,Maurice Morris,30,DET,RB,14,3,38,26,210,8.1,0,7,50.0,19,1.9,15.0,68.4,5.5,1,,MorrMa00
157,Dante Rosario,25,CAR,TE,14,8,48,26,313,12.0,2,19,45.8,26,1.9,22.4,54.2,6.5,0,,RosaDa00
158,Keenan Burton,25,STL,WR,9,6,45,25,253,10.1,0,16,51.1,25,2.8,28.1,55.6,5.6,0,,BurtKe00
159,Ryan Grant,27,GNB,RB,16,16,30,25,197,7.9,0,9,56.7,27,1.6,12.3,83.3,6.6,1,,GranRy00
160,Malcolm Kelly,23,WAS,WR,16,10,41,25,347,13.9,0,15,51.2,84,1.6,21.7,61.0,8.5,0,,KellMa01
161,Jeff King,26,CAR,TE,16,15,33,25,200,8.0,3,12,60.6,32,1.6,12.5,75.8,6.1,1,,KingJe00
162,Rashard Mendenhall,22,PIT,RB,16,12,32,25,261,10.4,1,13,56.3,26,1.6,16.3,78.1,8.2,3,,MendRa00
163,Devin Thomas,23,WAS,WR,14,10,47,25,325,13.0,3,17,40.4,40,1.8,23.2,53.2,6.9,0,,ThomDe02
164,Brian Westbrook,30,PHI,RB,8,7,34,25,181,7.2,1,8,41.2,34,3.1,22.6,73.5,5.3,0,,WestBr00
165,Devin Aromashodu,25,CHI,WR,10,2,43,24,298,12.4,4,15,53.5,39,2.4,29.8,55.8,6.9,0,,AromDe00
166,Mark Bradley,27,KAN,WR,13,6,57,24,320,13.3,2,11,29.8,50,1.8,24.6,42.1,5.6,0,,BradMa00
167,Legedu Naanee,26,SDG,WR,15,1,29,24,242,10.1,2,14,72.4,23,1.6,16.1,82.8,8.3,0,,NaanLe00
168,Maurice Stovall,24,TAM,WR,15,7,47,24,366,15.3,1,17,42.6,38,1.6,24.4,51.1,7.8,0,,StovMa00
169,Mike Furrey,32,CLE,WR,16,4,39,23,170,7.4,0,12,43.6,22,1.4,10.6,59.0,4.4,0,,FurrMi00
170,Jordy Nelson,24,GNB,WR,13,0,31,22,320,14.5,2,15,67.7,51,1.7,24.6,71.0,10.3,3,,NelsJo00
171,Ahmad Bradshaw,23,NYG,RB,15,1,30,21,207,9.9,0,6,36.7,55,1.4,13.8,70.0,6.9,3,,BradAh00
172,Isaac Bruce,37,SFO,WR,10,7,49,21,264,12.6,0,13,36.7,50,2.1,26.4,42.9,5.4,0,,BrucIs00
173,Daniel Fells,26,STL,TE,14,4,35,21,273,13.0,3,12,57.1,36,1.5,19.5,60.0,7.8,1,,FellDa00
174,Brandon Jackson,24,GNB,RB,12,0,26,21,187,8.9,1,11,53.8,17,1.8,15.6,80.8,7.2,1,,JackBr00
175,Le'Ron McClain,25,BAL,FB,16,14,27,21,141,6.7,0,6,55.6,19,1.3,8.8,77.8,5.2,0,PBAP-2,McClLe00
176,Darren McFadden,22,OAK,RB,12,7,36,21,245,11.7,0,10,50.0,48,1.8,20.4,58.3,6.8,5,,McFaDa00
177,Zach Miller,25,JAX,TE,14,0,27,21,212,10.1,2,10,55.6,62,1.5,15.1,77.8,7.9,0,,MillZa02
178,Mewelde Moore,27,PIT,RB,16,0,31,21,153,7.3,2,9,41.9,19,1.3,9.6,67.7,4.9,0,,MoorMe00
179,Delanie Walker,25,SFO,FB,16,8,33,21,233,11.1,0,10,42.4,39,1.3,14.6,63.6,7.1,2,,WalkHu00
180,Sam Aiken,29,NWE,WR,14,7,41,20,326,16.3,2,12,43.9,81,1.4,23.3,48.8,8.0,0,,AikeSa00
181,Josh Cribbs,26,CLE,WR,16,12,37,20,135,6.8,1,4,18.9,35,1.3,8.4,54.1,3.6,6,PBAP-1,CribJo01
182,Lex Hilliard,25,MIA,RB,16,0,20,20,158,7.9,2,6,60.0,18,1.3,9.9,100.0,7.9,0,,HillLe00
183,Vonta Leach,28,HOU,RB,16,4,26,20,155,7.8,1,5,57.7,26,1.3,9.7,76.9,6.0,0,,LeacVo00
184,Lance Long,24,2TM,WR,8,1,38,20,178,8.9,0,6,36.8,30,2.5,22.3,52.6,4.7,1,,LongLa00
184,Lance Long,24,ARI,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,LongLa00
184,Lance Long,24,KAN,WR,7,1,37,20,178,8.9,0,6,37.8,30,2.9,25.4,54.1,4.8,1,,LongLa00
185,Leonard Pope,26,KAN,TE,13,8,30,20,174,8.7,1,8,40.0,29,1.5,13.4,66.7,5.8,0,,PopeLe00
186,LaDainian Tomlinson,30,SDG,RB,14,14,30,20,154,7.7,0,8,33.3,36,1.4,11.0,66.7,5.1,2,,TomlLa00
187,Derrick Ward,29,TAM,RB,14,1,24,20,150,7.5,2,7,54.2,38,1.4,10.7,83.3,6.3,0,,WardDe01
188,Desmond Clark,32,CHI,TE,11,7,34,19,145,7.6,2,7,32.4,26,1.7,13.2,55.9,4.3,0,,ClarDe00
189,Justin Griffith,29,SEA,FB,13,11,26,19,118,6.2,1,4,42.3,25,1.5,9.1,73.1,4.5,1,,GrifJu00
