Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
59,Greg Little,23,CLE,WR,16,16,94,53,647,12.2,4,36,44.7,43,3.3,40.4,56.4,6.9,0,,LittGr00
60,Hakeem Nicks,24,NYG,WR,13,11,100,53,692,13.1,3,35,43.0,50,4.1,53.2,53.0,6.9,0,,NickHa01
61,Jacquizz Rodgers,22,ATL,RB,16,0,59,53,402,7.6,1,18,61.0,32,3.3,25.1,89.8,6.8,0,,RodgJa00
62,Kyle Rudolph,23,MIN,TE,16,16,93,53,493,9.3,9,34,48.4,29,3.3,30.8,57.0,5.3,0,PB,RudoKy00
63,Joique Bell,26,DET,RB,16,0,68,52,485,9.3,0,29,60.3,50,3.3,30.3,76.5,7.1,2,,BellJo01
64,Marcedes Lewis,28,JAX,TE,16,15,77,52,540,10.4,4,25,48.1,26,3.3,33.8,67.5,7.0,0,,LewiMa00
65,Dexter McCluster,23,KAN,RB,16,6,77,52,452,8.7,1,24,40.3,31,3.3,28.3,67.5,5.9,2,,McClDe00
66,Marcel Reece,27,OAK,RB,16,14,73,52,496,9.5,1,23,46.6,56,3.3,31.0,71.2,6.8,2,PB,ReecMa00
67,Jacob Tamme,27,DEN,TE,16,8,85,52,555,10.7,2,29,54.1,36,3.3,34.7,61.2,6.5,0,,TammJa00
68,Brandon Gibson,25,STL,WR,16,13,82,51,691,13.5,5,43,59.8,34,3.2,43.2,62.2,8.4,0,,GibsBr00
69,Andrew Hawkins,26,CIN,WR,14,2,80,51,533,10.5,4,24,48.8,59,3.6,38.1,63.8,6.7,1,,HawkAn00
70,Aaron Hernandez,23,NWE,TE,10,10,83,51,483,9.5,5,27,53.0,31,5.1,48.3,61.4,5.8,0,,HernAa00
71,Denarius Moore,24,OAK,WR,15,15,114,51,741,14.5,7,33,39.5,58,3.4,49.4,44.7,6.5,3,,MoorDe02
72,Trent Richardson,22,CLE,RB,15,15,70,51,367,7.2,1,18,50.0,27,3.4,24.5,72.9,5.2,3,,RichTr00
73,Josh Gordon,21,CLE,WR,16,13,96,50,805,16.1,5,40,44.8,71,3.1,50.3,52.1,8.4,1,,GordJo02
74,T.Y. Hilton,23,IND,WR,15,1,90,50,861,17.2,7,30,48.9,61,3.3,57.4,55.6,9.6,1,,HiltT.00
75,Sidney Rice,26,SEA,WR,16,16,82,50,748,15.0,7,38,56.1,46,3.1,46.8,61.0,9.1,0,,RiceSi01
76,Ronnie Brown,31,SDG,RB,14,1,59,49,371,7.6,0,16,44.1,25,3.5,26.5,83.1,6.3,0,,BrowRo05
77,Antonio Gates,32,SDG,TE,15,15,80,49,538,11.0,7,30,51.3,34,3.3,35.9,61.3,6.7,0,,GateAn00
78,Doug Martin,23,TAM,RB,16,16,70,49,472,9.6,1,18,45.7,64,3.1,29.5,70.0,6.7,1,PB,MartDo00
79,Jordy Nelson,27,GNB,WR,12,10,73,49,745,15.2,7,36,57.5,73,4.1,62.1,67.1,10.2,0,,NelsJo00
80,Torrey Smith,23,BAL,WR,16,16,110,49,855,17.4,8,39,41.8,54,3.1,53.4,44.5,7.8,0,,SmitTo02
81,Ben Watson,32,CLE,TE,16,14,82,49,501,10.2,3,27,43.9,27,3.1,31.3,59.8,6.1,1,,WatsBe00
82,Josh Morgan,27,WAS,WR,16,15,73,48,510,10.6,2,30,52.1,32,3.0,31.9,65.8,7.0,1,,MorgJo00
83,Dallas Clark,33,TAM,TE,16,7,75,47,435,9.3,4,23,45.3,33,2.9,27.2,62.7,5.8,0,,ClarDa00
84,Nate Washington,29,TEN,WR,16,14,89,46,746,16.2,4,30,42.7,71,2.9,46.6,51.7,8.4,1,,WashNa00
85,Dwayne Allen,22,IND,TE,16,16,66,45,521,11.6,3,30,56.1,40,2.8,32.6,68.2,7.9,1,,AlleDw00
86,Kenny Britt,24,TEN,WR,14,11,90,45,589,13.1,4,25,41.1,46,3.2,42.1,50.0,6.5,2,,BritKe00
87,Michael Floyd,23,ARI,WR,16,3,86,45,562,12.5,2,26,46.5,53,2.8,35.1,52.3,6.5,1,,FloyMi00
88,Rob Housler,24,ARI,TE,15,9,68,45,417,9.3,0,17,45.6,33,3.0,27.8,66.2,6.1,0,,HousRo01
89,DeSean Jackson,26,PHI,WR,11,11,87,45,700,15.6,2,30,46.0,77,4.1,63.6,51.7,8.0,1,,JackDe00
90,Brandon Stokley,36,DEN,WR,15,9,58,45,544,12.1,5,30,70.7,38,3.0,36.3,77.6,9.4,0,,StokBr00
91,Golden Tate,24,SEA,WR,15,15,68,45,688,15.3,7,28,48.5,51,3.0,45.9,66.2,10.1,1,,TateGo00
92,Jared Cook,25,TEN,TE,13,5,73,44,523,11.9,4,24,47.9,61,3.4,40.2,60.3,7.2,1,,CookJa02
93,Matt Forte,27,CHI,RB,15,15,59,44,340,7.7,1,15,33.9,47,2.9,22.7,74.6,5.8,2,,FortMa00
94,Pierre Garcon,26,WAS,WR,10,10,68,44,633,14.4,4,26,50.0,88,4.4,63.3,64.7,9.3,0,,GarcPi00
95,Brandon LaFell,26,CAR,WR,14,12,76,44,677,15.4,4,31,48.7,62,3.1,48.4,57.9,8.9,1,,LaFeBr00
96,Emmanuel Sanders,25,PIT,WR,16,7,75,44,626,14.2,1,31,49.3,37,2.8,39.1,58.7,8.3,3,,SandEm00
97,Scott Chandler,27,BUF,TE,15,13,74,43,571,13.3,6,36,52.7,43,2.9,38.1,58.1,7.7,2,,ChanSc00
98,C.J. Spiller,25,BUF,RB,16,9,57,43,459,10.7,2,20,43.9,66,2.7,28.7,75.4,8.1,3,PB,SpilC.00
99,Chris Givens,23,STL,WR,15,12,80,42,698,16.6,3,25,41.3,65,2.8,46.5,52.5,8.7,0,,GiveCh00
100,Lance Kendricks,24,STL,TE,16,14,64,42,519,12.4,4,24,48.4,80,2.6,32.4,65.6,8.1,1,,KendLa00
101,Mario Manningham,26,SFO,WR,12,10,57,42,449,10.7,1,22,56.1,40,3.5,37.4,73.7,7.9,2,,MannMa01
102,Darren McFadden,25,OAK,RB,12,12,63,42,258,6.1,1,12,33.3,20,3.5,21.5,66.7,4.1,2,,McFaDa00
103,Tony Scheffler,29,DET,TE,15,4,85,42,504,12.0,1,28,43.5,57,2.8,33.6,49.4,5.9,0,,ScheTo00
104,Vernon Davis,28,SFO,TE,16,16,61,41,548,13.4,5,26,54.1,53,2.6,34.3,67.2,9.0,0,,DaviVe00
105,Joel Dreessen,30,DEN,TE,16,15,58,41,356,8.7,5,19,56.9,30,2.6,22.3,70.7,6.1,0,,DreeJo00
106,Anthony Fasano,28,MIA,TE,16,16,69,41,332,8.1,5,18,46.4,22,2.6,20.8,59.4,4.8,0,,FasaAn00
107,Darrius Heyward-Bey,25,OAK,WR,15,14,80,41,606,14.8,5,25,41.3,59,2.7,40.4,51.3,7.6,0,,HeywDa00
108,Donald Jones,25,BUF,WR,12,10,67,41,443,10.8,4,25,46.3,68,3.4,36.9,61.2,6.6,1,,JoneDo00
109,Santana Moss,33,WAS,WR,16,1,62,41,573,14.0,8,26,50.0,77,2.6,35.8,66.1,9.2,2,,MossSa00
110,Kevin Walter,31,HOU,WR,16,14,68,41,518,12.6,2,27,55.9,52,2.6,32.4,60.3,7.6,0,,WaltKe00
111,Arian Foster,26,HOU,RB,16,16,58,40,217,5.4,2,10,25.9,23,2.5,13.6,69.0,3.7,3,PB,FostAr00
112,Michael Jenkins,30,MIN,WR,16,8,72,40,449,11.2,2,25,44.4,32,2.5,28.1,55.6,6.2,0,,JenkMi00
113,Adrian Peterson,27,MIN,RB,16,16,51,40,217,5.4,1,11,45.1,20,2.5,13.6,78.4,4.3,4,PBAP-1AP MVP-1AP OPoY-1AP CPoY-2,PeteAd01
114,Danny Woodhead,27,NWE,RB,16,2,55,40,446,11.2,3,23,54.5,25,2.5,27.9,72.7,8.1,1,,WoodDa02
115,Domenik Hixon,28,NYG,WR,13,3,59,39,567,14.5,2,25,57.6,41,3.0,43.6,66.1,9.6,0,,HixoDo00
116,Ryan Mathews,25,SDG,RB,12,9,56,39,252,6.5,0,9,42.9,24,3.3,21.0,69.6,4.5,2,,MathRy00
117,Rod Streater,24,OAK,WR,16,2,74,39,584,15.0,3,27,45.9,64,2.4,36.5,52.7,7.9,1,,StreRo00
118,Pierre Thomas,28,NOR,RB,15,4,53,39,354,9.1,1,20,50.9,36,2.6,23.6,73.6,6.7,0,,ThomPi00
119,Harry Douglas,28,ATL,WR,15,1,59,38,395,10.4,1,18,49.2,37,2.5,26.3,64.4,6.7,1,,DougHa00
120,Leonard Hankerson,23,WAS,WR,16,5,57,38,543,14.3,3,25,52.6,68,2.4,33.9,66.7,9.5,0,,HankLe00
121,Steven Jackson,29,STL,RB,16,16,53,38,321,8.4,0,13,49.1,22,2.4,20.1,71.7,6.1,0,,JackSt00
122,Zach Miller,27,SEA,TE,16,15,53,38,396,10.4,3,18,58.5,30,2.4,24.8,71.7,7.5,1,,MillZa01
123,Danario Alexander,26,SDG,WR,10,6,62,37,658,17.8,7,29,58.1,80,3.7,65.8,59.7,10.6,0,,AlexDa00
124,Greg Jennings,29,GNB,WR,8,5,62,36,366,10.2,4,22,53.2,45,4.5,45.8,58.1,5.9,0,,JennGr00
125,Chris Johnson,27,TEN,RB,16,15,49,36,232,6.4,0,7,36.7,22,2.3,14.5,73.5,4.7,5,,JohnCh04
126,Reggie Bush,27,MIA,RB,16,16,52,35,292,8.3,2,14,40.4,25,2.2,18.3,67.3,5.6,4,,BushRe00
127,Jamaal Charles,26,KAN,RB,16,15,49,35,236,6.7,1,11,42.9,22,2.2,14.8,71.4,4.8,5,PBAP-2AP CPoY-3,CharJa00
128,DeMarco Murray,24,DAL,RB,10,10,42,35,251,7.2,0,11,59.5,22,3.5,25.1,83.3,6.0,3,,MurrDe00
129,James Casey,28,HOU,FB,16,9,45,34,330,9.7,3,18,60.0,30,2.1,20.6,75.6,7.3,0,,CaseJa00
130,Fred Jackson,31,BUF,RB,10,8,42,34,217,6.4,1,10,45.2,34,3.4,21.7,81.0,5.2,5,,JackFr02
131,Mikel Leshoure,22,DET,RB,14,14,49,34,214,6.3,0,12,40.8,15,2.4,15.3,69.4,4.4,3,,LeshMi00
132,Tony Moeaki,25,KAN,TE,15,14,56,33,453,13.7,1,24,50.0,38,2.2,30.2,58.9,8.1,0,,MoeaTo00
133,Titus Young,23,DET,WR,10,8,56,33,383,11.6,4,20,44.6,46,3.3,38.3,58.9,6.8,0,,YounTi00
134,Kevin Ogletree,25,DAL,WR,15,1,55,32,436,13.6,4,19,43.6,65,2.1,29.1,58.2,7.9,0,,OgleKe00
135,T.J. Graham,23,BUF,TE,15,11,58,31,322,10.4,1,15,37.9,51,2.1,21.5,53.4,5.6,0,,GrahT.00
136,Jason Snelling,29,ATL,RB,16,2,35,31,203,6.5,1,9,48.6,16,1.9,12.7,88.6,5.8,1,,SnelJa00
137,Jacoby Jones,28,BAL,WR,16,3,55,30,406,13.5,1,16,43.6,47,1.9,25.4,54.5,7.4,2,PBAP-1,JoneJa03
138,Austin Pettis,24,STL,WR,14,2,48,30,261,8.7,4,16,52.1,36,2.1,18.6,62.5,5.4,0,,PettAu00
139,Damian Williams,24,TEN,WR,13,2,45,30,324,10.8,0,18,48.9,27,2.3,24.9,66.7,7.2,0,,WillDa04
140,Doug Baldwin,24,SEA,WR,14,4,50,29,366,12.6,3,19,42.0,50,2.1,26.1,58.0,7.3,0,,BaldDo00
141,Earl Bennett,25,CHI,WR,12,4,49,29,375,12.9,2,20,51.0,60,2.4,31.3,59.2,7.7,0,,BennEa00
142,Jeff Cumberland,25,NYJ,TE,15,12,53,29,359,12.4,3,18,41.5,39,1.9,23.9,54.7,6.8,0,,CumbJe00
143,Early Doucet,27,ARI,WR,12,3,53,28,207,7.4,0,11,32.1,18,2.3,17.3,52.8,3.9,0,,DoucEa00
144,Frank Gore,29,SFO,RB,16,16,36,28,234,8.4,1,10,47.2,26,1.8,14.6,77.8,6.5,2,PB,GoreFr00
145,Garrett Graham,26,HOU,FB,15,9,39,28,263,9.4,3,16,53.8,30,1.9,17.5,71.8,6.7,0,,GrahGa00
146,Dustin Keller,28,NYJ,TE,8,5,36,28,317,11.3,2,18,63.9,32,3.5,39.6,77.8,8.8,0,,KellDu00
147,Randy Moss,35,SFO,WR,16,2,50,28,434,15.5,3,22,52.0,55,1.8,27.1,56.0,8.7,1,,MossRa00
148,Chaz Schilens,27,NYJ,WR,15,6,41,28,289,10.3,2,16,53.7,25,1.9,19.3,68.3,7.0,1,,SchiCh00
149,Tiquan Underwood,25,TAM,WR,14,3,55,28,425,15.2,2,20,43.6,62,2.0,30.4,50.9,7.7,0,,UndeTi00
150,Nate Burleson,31,DET,WR,6,5,43,27,240,8.9,2,15,51.2,26,4.5,40.0,62.8,5.6,0,,BurlNa00
151,Mike Tolbert,27,CAR,RB,16,5,39,27,268,9.9,0,13,51.3,26,1.7,16.8,69.2,6.9,0,,TolbMi00
152,Coby Fleener,24,IND,TE,12,10,48,26,281,10.8,2,14,47.9,26,2.2,23.4,54.2,5.9,0,,FleeCo00
153,Willis McGahee,31,DEN,RB,10,9,33,26,221,8.5,0,10,51.5,31,2.6,22.1,78.8,6.7,5,,McGaWi00
154,Jerome Simpson,26,MIN,WR,12,10,52,26,274,10.5,0,16,36.5,33,2.2,22.8,50.0,5.3,2,,SimpJe00
155,Clay Harbor,25,PHI,TE,14,9,39,25,186,7.4,2,8,41.0,19,1.8,13.3,64.1,4.8,1,,HarbCl00
156,Felix Jones,25,DAL,RB,16,7,36,25,262,10.5,2,10,50.0,39,1.6,16.4,69.4,7.3,2,,JoneFe00
157,Louis Murphy,25,CAR,WR,16,5,61,25,336,13.4,1,16,32.8,55,1.6,21.0,41.0,5.5,1,,MurpLo00
158,Logan Paulsen,25,WAS,TE,16,10,38,25,308,12.3,1,17,55.3,31,1.6,19.3,65.8,8.1,0,,PaulLo00
159,Fred Davis,26,WAS,TE,7,7,31,24,325,13.5,0,17,61.3,29,3.4,46.4,77.4,10.5,0,,DaviFr01
160,Shaun Draughn,25,KAN,RB,16,0,30,24,158,6.6,0,5,26.7,23,1.5,9.9,80.0,5.3,2,,DrauSh00
161,Alshon Jeffery,22,CHI,WR,10,6,48,24,367,15.3,3,17,47.9,55,2.4,36.7,50.0,7.6,0,,JeffAl00
162,Chris Ogbonnaya,26,CLE,RB,15,1,32,24,187,7.8,0,10,43.8,38,1.6,12.5,75.0,5.8,1,,OgboCh00
163,Daryl Richardson,22,STL,RB,16,0,36,24,163,6.8,0,7,22.2,26,1.5,10.2,66.7,4.5,3,,RichDa00
164,Laurent Robinson,27,JAX,WR,7,4,43,24,252,10.5,0,8,48.8,32,3.4,36.0,55.8,5.9,1,,RobiLa01
165,Armon Binns,23,2TM,WR,11,5,40,24,277,11.5,1,11,47.5,48,2.2,25.2,60.0,6.9,1,,BinnAr00
165,Armon Binns,23,CIN,WR,8,5,29,18,210,11.7,1,7,48.3,48,2.3,26.3,62.1,7.2,1,,BinnAr00
165,Armon Binns,23,MIA,WR,3,0,11,6,67,11.2,0,4,45.5,21,2.0,22.3,54.5,6.1,0,,BinnAr00
166,Ahmad Bradshaw,26,NYG,RB,14,12,31,23,245,10.7,0,7,38.7,59,1.6,17.5,74.2,7.9,3,,BradAh00
167,Riley Cooper,25,PHI,WR,11,5,47,23,248,10.8,3,14,42.6,23,2.1,22.5,48.9,5.3,0,,CoopRi00
168,Devin Hester,30,CHI,WR,15,5,40,23,242,10.5,1,9,35.0,39,1.5,16.1,57.5,6.1,1,,HestDe99
169,Marshawn Lynch,26,SEA,RB,16,15,30,23,196,8.5,1,11,60.0,27,1.4,12.3,76.7,6.5,5,PBAP-1,LyncMa00
170,Eddie Royal,26,SDG,WR,10,2,44,23,234,10.2,1,15,38.6,31,2.3,23.4,52.3,5.3,1,,RoyaEd00
171,Jordan Shipley,27,JAX,WR,6,2,39,23,244,10.6,1,10,43.6,36,3.8,40.7,59.0,6.3,0,,ShipJo00
172,Craig Stevens,28,TEN,TE,15,15,33,23,275,12.0,1,14,51.5,46,1.5,18.3,69.7,8.3,2,,StevCr00
173,Micheal Spurlock,29,2TM,WR,14,1,29,23,200,8.7,1,12,55.2,22,1.6,14.3,79.3,6.9,1,,SpurMi00
173,Micheal Spurlock,29,SDG,WR,8,1,10,9,79,8.8,0,6,80.0,13,1.1,9.9,90.0,7.9,0,,SpurMi00
173,Micheal Spurlock,29,JAX,WR,6,0,19,14,121,8.6,1,6,42.1,22,2.3,20.2,73.7,6.4,1,,SpurMi00
174,Ryan Broyles,24,DET,WR,10,3,32,22,310,14.1,2,16,65.6,40,2.2,31.0,68.8,9.7,0,,BroyRy00
175,BenJarvus Green-Ellis,27,CIN,RB,15,15,30,22,104,4.7,0,4,36.7,13,1.5,6.9,73.3,3.5,3,,GreeBe00
176,Devery Henderson,30,NOR,WR,15,9,47,22,316,14.4,1,10,38.3,41,1.5,21.1,46.8,6.7,1,,HendDe00
177,Jarius Wright,23,MIN,WR,7,1,36,22,310,14.1,2,14,44.4,65,3.1,44.3,61.1,8.6,0,,WrigJa02
178,Ed Dickson,25,BAL,TE,13,11,33,21,225,10.7,0,11,48.5,40,1.6,17.3,63.6,6.8,0,,DickEd00
179,Julian Edelman,26,NWE,WR,9,3,32,21,235,11.2,3,12,56.3,56,2.3,26.1,65.6,7.3,1,,EdelJu00
180,Stephen Hill,21,NYJ,WR,11,8,47,21,252,12.0,3,17,42.6,33,1.9,22.9,44.7,5.4,0,,HillSt00
181,Vonta Leach,31,BAL,FB,16,13,24,21,143,6.8,0,7,54.2,18,1.3,8.9,87.5,6.0,0,PBAP-1,LeacVo00
182,Knowshon Moreno,25,DEN,RB,8,6,26,21,167,8.0,0,11,53.8,26,2.6,20.9,80.8,6.4,1,,MoreKn00
183,Delanie Walker,28,SFO,TE,16,4,39,21,344,16.4,3,14,48.7,45,1.3,21.5,53.8,8.8,1,,WalkHu00
184,Jonathan Baldwin,23,KAN,WR,15,7,47,20,325,16.3,1,15,34.0,57,1.3,21.7,42.6,6.9,0,,BaldJo00
185,Jordan Cameron,24,CLE,TE,14,6,40,20,226,11.3,1,12,42.5,28,1.4,16.1,50.0,5.7,0,,CameJo00
186,Toby Gerhart,25,MIN,RB,16,0,27,20,155,7.8,0,9,37.0,21,1.3,9.7,74.1,5.7,2,,GerhTo00
187,Derek Hagan,28,OAK,WR,14,2,36,20,259,13.0,0,14,50.0,38,1.4,18.5,55.6,7.2,0,,HagaDe00
188,Santonio Holmes,28,NYJ,WR,4,4,41,20,272,13.6,1,15,41.5,38,5.0,68.0,48.8,6.6,1,,HolmSa00
189,Kellen Davis,27,CHI,TE,16,15,44,19,229,12.1,2,11,36.4,25,1.2,14.3,43.2,5.2,1,,DaviKe01
190,Shonn Greene,27,NYJ,RB,16,14,30,19,151,7.9,0,3,40.0,30,1.2,9.4,63.3,5.0,4,,GreeSh00
191,Rashad Jennings,27,JAX,RB,10,6,26,19,130,6.8,0,5,26.9,26,1.9,13.0,73.1,5.0,3,,JennRa00
192,Damaris Johnson,23,PHI,WR,14,1,31,19,256,13.5,0,14,58.1,32,1.4,18.3,61.3,8.3,2,,JohnDa04
193,William Powell,24,ARI,RB,13,1,25,19,132,6.9,0,7,36.0,25,1.5,10.2,76.0,5.3,2,,PoweWi00
