Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
23,Isaac Bruce,31,STL,WR,15,15,119,69,981,14.2,5,49,52.9,41,4.6,65.4,58.0,8.2,0,,BrucIs00
24,Deuce McAllister,25,NOR,RB,16,16,87,69,516,7.5,0,23,49.4,39,4.3,32.3,79.3,5.9,6,PBAP OPoY-6,McAlDe00
25,Darrell Jackson,25,SEA,WR,16,16,130,68,1137,16.7,9,55,50.8,80,4.3,71.1,52.3,8.7,1,,JackDa00
26,Reggie Wayne,25,IND,WR,16,16,107,68,838,12.3,7,50,55.1,57,4.3,52.4,63.6,7.8,0,,WaynRe00
27,Andre Johnson,22,HOU,WR,16,16,119,66,976,14.8,4,46,47.1,46,4.1,61.0,55.5,8.2,0,,JohnAn02
28,Koren Robinson,23,SEA,WR,15,15,119,65,896,13.8,4,39,52.1,38,4.3,59.7,54.6,7.5,1,,RobiKo00
29,Moe Williams,29,MIN,RB,16,7,87,65,644,9.9,3,34,54.0,42,4.1,40.3,74.7,7.4,2,,WillMo00
30,Chris Chambers,25,MIA,WR,16,16,130,64,963,15.0,11,50,46.9,57,4.0,60.2,49.2,7.4,1,,ChamCh00
31,Eric Moulds,30,BUF,WR,13,13,121,64,780,12.2,1,34,44.6,49,4.9,60.0,52.9,6.4,0,,MoulEr00
32,Peerless Price,27,ATL,WR,16,15,141,64,838,13.1,3,41,36.2,49,4.0,52.4,45.4,5.9,0,,PricPe00
33,Jerry Rice,41,OAK,WR,16,15,124,63,869,13.8,2,44,46.0,47,3.9,54.3,50.8,7.0,2,,RiceJe00
34,Amani Toomer,29,NYG,WR,16,16,152,63,1057,16.8,5,48,38.2,77,3.9,66.1,41.4,7.0,0,,ToomAm00
35,Dennis Northcutt,26,CLE,WR,15,6,93,62,729,11.8,2,43,54.8,44,4.1,48.6,66.7,7.8,2,,NortDe00
36,Shannon Sharpe,35,DEN,TE,15,15,94,62,770,12.4,8,42,60.6,28,4.1,51.3,66.0,8.2,0,,SharSh00
37,Plaxico Burress,26,PIT,WR,16,16,124,60,860,14.3,4,39,43.5,47,3.8,53.8,48.4,6.9,1,,BurrPl00
38,Ike Hilliard,27,NYG,WR,13,12,102,60,608,10.1,6,38,52.9,38,4.6,46.8,58.8,6.0,2,,HillIk00
39,Rod Gardner,26,WAS,WR,16,16,115,59,600,10.2,5,29,42.6,35,3.7,37.5,51.3,5.2,1,,GardRo00
40,Josh Reed,23,BUF,WR,16,16,104,58,588,10.1,2,33,47.1,26,3.6,36.8,55.8,5.7,1,,ReedJo01
41,Kevin Johnson,27,2TM,WR,15,9,95,58,634,10.9,3,33,50.5,41,3.9,42.3,61.1,6.7,0,,JohnKe01
41,Kevin Johnson,27,CLE,WR,9,8,65,41,381,9.3,2,21,50.8,41,4.6,42.3,63.1,5.9,0,,JohnKe01
41,Kevin Johnson,27,JAX,WR,6,1,30,17,253,14.9,1,12,50.0,28,2.8,42.2,56.7,8.4,0,,JohnKe01
42,Deion Branch,24,NWE,WR,15,12,104,57,803,14.1,3,40,45.2,66,3.8,53.5,54.8,7.7,0,,BranDe00
43,Todd Heap,23,BAL,TE,16,16,112,57,693,12.2,3,32,42.0,33,3.6,43.3,50.9,6.2,1,PBAP-2,HeapTo00
44,Eddie Kennison,30,KAN,WR,16,16,99,56,853,15.2,5,43,51.5,51,3.5,53.3,56.6,8.6,1,,KennEd00
45,Bobby Shaw,28,BUF,WR,16,7,86,56,732,13.1,4,37,52.3,54,3.5,45.8,65.1,8.5,1,,ShawBo00
46,Freddie Jones,29,ARI,TE,16,16,89,55,517,9.4,3,19,40.4,34,3.4,32.3,61.8,5.8,0,,JoneFr00
47,Shawn Bryson,27,DET,RB,16,13,72,54,340,6.3,0,10,33.3,26,3.4,21.3,75.0,4.7,2,,BrysSh00
48,Muhsin Muhammad,30,CAR,WR,15,15,100,54,837,15.5,3,37,46.0,60,3.6,55.8,54.0,8.4,3,,MuhaMu00
49,Jimmy Smith,34,JAX,WR,12,12,112,54,805,14.9,4,38,44.6,67,4.5,67.1,48.2,7.2,1,,SmitJi00
50,Marty Booker,27,CHI,WR,13,13,105,52,715,13.8,4,30,38.1,61,4.0,55.0,49.5,6.8,1,,BookMa00
51,Tim Brown,37,OAK,WR,16,15,94,52,567,10.9,2,27,45.7,36,3.3,35.4,55.3,6.0,0,,BrowTi00
52,Donald Driver,28,GNB,WR,15,15,86,52,621,11.9,2,30,57.0,41,3.5,41.4,60.5,7.2,0,,DrivDo00
53,Bobby Engram,30,SEA,WR,16,7,75,52,637,12.3,6,34,62.7,34,3.3,39.8,69.3,8.5,5,,EngrBo00
54,Terry Glenn,29,DAL,WR,16,14,96,52,754,14.5,5,37,49.0,51,3.3,47.1,54.2,7.9,2,,GlenTe00
55,Edgerrin James,25,IND,RB,13,13,71,51,292,5.7,0,9,39.4,17,3.9,22.5,71.8,4.1,5,,JameEd00
56,Ahman Green,26,GNB,RB,16,16,60,50,367,7.3,5,21,53.3,27,3.1,22.9,83.3,6.1,7,PB,GreeAh00
57,Johnnie Morton,32,KAN,WR,16,16,92,50,740,14.8,4,36,48.9,50,3.1,46.3,54.3,8.0,0,,MortJo00
58,Ricky Williams,26,MIA,RB,16,16,62,50,351,7.0,1,12,41.9,59,3.1,21.9,80.6,5.7,7,,WillRi00
59,Az-Zahir Hakim,26,DET,WR,14,12,108,49,449,9.2,4,27,37.0,28,3.5,32.1,45.4,4.2,2,,HakiAz00
60,Randy McMichael,24,MIA,TE,16,16,83,49,598,12.2,2,29,45.8,46,3.1,37.4,59.0,7.2,0,,McMiRa01
61,James Thrash,28,PHI,WR,16,16,92,49,558,11.4,1,24,43.5,51,3.1,34.9,53.3,6.1,0,,ThraJa00
62,Dez White,24,CHI,WR,15,11,107,49,583,11.9,3,31,40.2,49,3.3,38.9,45.8,5.4,0,,WhitDe00
63,Kevin Faulk,27,NWE,RB,15,8,67,48,440,9.2,0,20,53.7,27,3.2,29.3,71.6,6.6,4,,FaulKe00
64,Charlie Garner,31,OAK,RB,14,9,70,48,386,8.0,1,15,34.3,46,3.4,27.6,68.6,5.5,1,,GarnCh00
65,Jeremy Shockey,23,NYG,TE,9,9,70,48,535,11.1,2,28,61.4,46,5.3,59.4,68.6,7.6,1,PB,ShocJe00
66,Fred Taylor,27,JAX,RB,16,16,74,48,370,7.7,1,16,44.6,60,3.0,23.1,64.9,5.0,6,,TaylFr00
67,Dane Looker,27,STL,WR,16,2,75,47,495,10.5,3,27,48.0,41,2.9,30.9,62.7,6.6,1,,LookDa00
68,Justin McCareins,25,TEN,WR,16,10,82,47,813,17.3,7,40,56.1,73,2.9,50.8,57.3,9.9,2,,McCaJu00
69,Jerald Sowell,29,NYJ,FB,16,16,60,47,436,9.3,1,27,58.3,44,2.9,27.3,78.3,7.3,0,,SoweJe00
70,Tai Streets,26,SFO,WR,16,16,85,47,595,12.7,7,30,48.2,41,2.9,37.2,55.3,7.0,0,,StreTa00
71,Domanick Williams,23,HOU,RB,14,10,68,47,351,7.5,0,15,45.6,17,3.4,25.1,69.1,5.2,4,,DaviDo01
72,Curtis Conway,32,NYJ,WR,16,15,102,46,640,13.9,2,33,36.3,45,2.9,40.0,45.1,6.3,0,,ConwCu00
73,Jim Kleinsasser,26,MIN,TE,16,16,59,46,401,8.7,4,23,66.1,19,2.9,25.1,78.0,6.8,0,,KleiJi00
74,Itula Mili,30,SEA,TE,16,12,62,46,492,10.7,4,28,64.5,46,2.9,30.8,74.2,7.9,0,,MiliIt00
75,Jamel White,26,CLE,RB,16,3,69,46,303,6.6,1,14,31.9,22,2.9,18.9,66.7,4.4,1,,WhitJa00
76,Marshall Faulk,30,STL,RB,11,11,61,45,290,6.4,1,11,36.1,30,4.1,26.4,73.8,4.8,0,AP CPoY-11,FaulMa00
77,Keyshawn Johnson,31,TAM,WR,10,10,74,45,600,13.3,3,34,58.1,39,4.5,60.0,60.8,8.1,0,,JohnKe00
78,Desmond Clark,26,CHI,TE,15,15,71,44,433,9.8,2,23,47.9,31,2.9,28.9,62.0,6.1,2,,ClarDe00
79,Alge Crumpler,26,ATL,TE,16,16,80,44,552,12.5,3,27,45.0,63,2.8,34.5,55.0,6.9,1,PB,CrumAl00
80,Jerome Pathon,28,NOR,WR,16,12,80,44,578,13.1,4,27,46.3,40,2.8,36.1,55.0,7.2,1,,PathJe00
81,David Terrell,24,CHI,WR,16,7,84,43,361,8.4,1,19,39.3,35,2.7,22.6,51.2,4.3,1,,TerrDa00
82,Shaun Alexander,26,SEA,RB,16,15,59,42,295,7.0,2,17,45.8,22,2.6,18.4,71.2,5.0,4,PB,AlexSh00
83,Curtis Martin,30,NYJ,RB,16,16,53,42,262,6.2,0,9,35.8,29,2.6,16.4,79.2,4.9,2,,MartCu00
84,Erron Kinney,26,TEN,TE,16,16,58,41,381,9.3,3,23,56.9,28,2.6,23.8,70.7,6.6,1,,KinnEr00
85,Javon Walker,25,GNB,WR,16,3,74,41,716,17.5,9,27,51.4,66,2.6,44.8,55.4,9.7,1,,WalkJa00
86,Boo Williams,24,NOR,TE,16,6,62,41,436,10.6,5,25,56.5,31,2.6,27.3,66.1,7.0,0,,WillBo00
87,Anthony Becht,26,NYJ,TE,16,16,58,40,356,8.9,4,26,53.4,29,2.5,22.3,69.0,6.1,1,,BechAn00
88,Troy Brown,32,NWE,WR,12,10,60,40,472,11.8,4,18,53.3,82,3.3,39.3,66.7,7.9,2,,BrowTr00
89,Andre' Davis,24,CLE,WR,16,8,62,40,576,14.4,5,28,51.6,49,2.5,36.0,64.5,9.3,2,,DaviAn01
90,Dante Hall,25,KAN,WR,16,2,60,40,423,10.6,1,17,38.3,67,2.5,26.4,66.7,7.1,3,PBAP-1,HallDa00
91,Billy Miller,26,HOU,TE,16,6,65,40,355,8.9,3,18,44.6,25,2.5,22.2,61.5,5.5,0,,MillBi00
92,Marcus Pollard,31,IND,TE,14,13,57,40,541,13.5,3,25,63.2,70,2.9,38.6,70.2,9.5,1,,PollMa00
93,Amos Zereoue,27,PIT,RB,16,6,52,40,310,7.8,0,12,44.2,29,2.5,19.4,76.9,6.0,0,,ZereAm00
94,Antonio Bryant,22,DAL,WR,16,5,83,39,550,14.1,2,27,39.8,54,2.4,34.4,47.0,6.6,0,,BryaAn00
95,Travis Taylor,25,BAL,WR,16,16,90,39,632,16.2,3,23,35.6,73,2.4,39.5,43.3,7.0,0,,TaylTr01
96,Robert Ferguson,24,GNB,WR,15,12,60,38,520,13.7,4,25,53.3,47,2.5,34.7,63.3,8.7,0,,FergRo00
97,Daniel Graham,25,NWE,TE,14,9,63,38,409,10.8,4,21,39.7,38,2.7,29.2,60.3,6.5,0,,GrahDa00
98,Quincy Morgan,26,CLE,WR,16,15,79,38,516,13.6,3,22,36.7,71,2.4,32.3,48.1,6.5,0,,MorgQu00
99,Clinton Portis,22,DEN,RB,13,13,51,38,314,8.3,0,10,37.3,72,2.9,24.2,74.5,6.2,3,PB,PortCl00
100,Warrick Dunn,28,ATL,RB,11,6,52,37,336,9.1,2,14,36.5,86,3.4,30.5,71.2,6.5,2,,DunnWa00
101,Ashley Lelie,23,DEN,WR,16,10,81,37,628,17.0,2,25,43.2,60,2.3,39.3,45.7,7.8,0,,LeliAs00
102,Antwaan Randle El,24,PIT,WR,16,1,56,37,364,9.8,1,21,48.2,32,2.3,22.8,66.1,6.5,5,,RandAn00
103,Mikhael Ricks,29,DET,TE,16,6,61,37,434,11.7,2,24,45.9,38,2.3,27.1,60.7,7.1,0,,RickMi00
104,Brian Westbrook,24,PHI,RB,15,8,48,37,332,9.0,4,17,45.8,38,2.5,22.1,77.1,6.9,3,,WestBr00
105,Todd Pinkston,26,PHI,WR,16,15,86,36,575,16.0,2,22,32.6,59,2.3,35.9,41.9,6.7,1,,PinkTo00
106,Bill Schroeder,32,DET,WR,16,13,80,36,397,11.0,2,24,36.3,26,2.3,24.8,45.0,5.0,0,,SchrBi00
107,Duce Staley,28,PHI,RB,16,4,47,36,382,10.6,2,19,51.1,52,2.3,23.9,76.6,8.1,2,,StalDu00
108,Troy Walters,27,IND,WR,15,4,52,36,456,12.7,3,25,61.5,46,2.4,30.4,69.2,8.8,0,,WaltTr00
109,Kevan Barlow,24,SFO,RB,16,4,44,35,307,8.8,1,14,47.7,48,2.2,19.2,79.5,7.0,5,,BarlKe00
110,Troy Edwards,26,JAX,WR,13,11,62,35,487,13.9,3,22,46.8,84,2.7,37.5,56.5,7.9,0,,EdwaTr00
111,Bryant Johnson,22,ARI,WR,15,8,77,35,438,12.5,1,20,37.7,54,2.3,29.2,45.5,5.7,1,,JohnBr02
112,Freddie Mitchell,25,PHI,WR,16,6,59,35,498,14.2,2,23,49.2,39,2.2,31.1,59.3,8.4,0,,MitcFr00
113,Jed Weaver,27,SFO,TE,16,15,53,35,437,12.5,1,20,54.7,30,2.2,27.3,66.0,8.2,1,,WeavJe00
114,Cedrick Wilson,25,SFO,WR,16,4,63,35,396,11.3,2,23,49.2,29,2.2,24.8,55.6,6.3,1,,WilsCe00
115,Jason Witten,21,DAL,TE,15,7,54,35,347,9.9,1,18,50.0,36,2.3,23.1,64.8,6.4,0,,WittJa00
116,Mark Campbell,28,BUF,TE,16,11,50,34,339,10.0,1,11,54.0,31,2.1,21.2,68.0,6.8,0,,CampMa00
117,Jabar Gaffney,23,HOU,WR,16,11,57,34,402,11.8,2,20,47.4,33,2.1,25.1,59.6,7.1,0,,GaffJa00
118,Joey Galloway,32,DAL,WR,15,13,83,34,672,19.8,2,27,39.8,64,2.3,44.8,41.0,8.1,1,,GallJo00
119,David Givens,23,NWE,WR,13,5,54,34,510,15.0,6,24,55.6,57,2.6,39.2,63.0,9.4,0,,GiveDa00
120,Cory Schlesinger,31,DET,FB,16,10,49,34,247,7.3,2,11,44.9,33,2.1,15.4,69.4,5.0,0,,SchlCo00
121,Charles Lee,26,TAM,WR,8,5,46,33,432,13.1,2,20,63.0,72,4.1,54.0,71.7,9.4,0,,LeexCh00
122,Drew Bennett,25,TEN,WR,12,8,54,32,504,15.8,4,27,53.7,48,2.7,42.0,59.3,9.3,0,,BennDr00
123,Marc Edwards,29,JAX,FB,16,16,43,31,226,7.3,0,11,46.5,32,1.9,14.1,72.1,5.3,0,,EdwaMa00
124,Doug Jolley,24,OAK,TE,15,9,54,31,250,8.1,1,11,44.4,26,2.1,16.7,57.4,4.6,0,,JollDo00
125,Marcus Robinson,28,BAL,WR,15,5,62,31,451,14.5,6,23,46.8,50,2.1,30.1,50.0,7.3,0,,RobiMa00
126,Bubba Franks,25,GNB,TE,16,15,44,30,241,8.0,4,13,50.0,24,1.9,15.1,68.2,5.5,0,PB,FranBu00
127,Marcel Shipp,25,ARI,RB,16,11,37,30,184,6.1,0,6,32.4,34,1.9,11.5,81.1,5.0,3,,ShipMa00
128,Kyle Brady,31,JAX,TE,16,15,46,29,281,9.7,1,16,47.8,26,1.8,17.6,63.0,6.1,3,,BradKy00
129,Nate Burleson,22,MIN,WR,16,9,57,29,455,15.7,2,17,47.4,52,1.8,28.4,50.9,8.0,1,,BurlNa00
130,Dallas Clark,24,IND,TE,10,10,42,29,340,11.7,1,16,52.4,42,2.9,34.0,69.0,8.1,0,,ClarDa00
131,Brandon Manumaleuna,23,STL,TE,16,15,45,29,238,8.2,2,9,40.0,39,1.8,14.9,64.4,5.3,0,,ManuBr00
132,Mack Strong,32,SEA,FB,16,9,33,29,216,7.4,0,9,48.5,32,1.8,13.5,87.9,6.5,1,,StroMa00
133,Christian Fauria,32,NWE,TE,16,12,45,28,285,10.2,2,14,55.6,28,1.8,17.8,62.2,6.3,0,,FaurCh00
134,Travis Henry,25,BUF,RB,15,15,40,28,158,5.6,1,9,37.5,18,1.9,10.5,70.0,4.0,7,,HenrTr00
135,Jerry Porter,25,OAK,WR,10,1,57,28,361,12.9,1,21,47.4,35,2.8,36.1,49.1,6.3,1,,PortJe00
136,Wayne Chrebet,30,NYJ,WR,7,5,44,27,289,10.7,1,15,38.6,29,3.9,41.3,61.4,6.6,0,,ChreWa00
137,Darnerien McCants,27,WAS,WR,15,1,55,27,360,13.3,6,20,43.6,32,1.8,24.0,49.1,6.5,0,,McCaDa00
138,Ricky Proehl,35,CAR,WR,16,2,52,27,389,14.4,4,16,40.4,66,1.7,24.3,51.9,7.5,0,,ProeRi00
139,L.J. Smith,23,PHI,TE,15,5,46,27,321,11.9,1,15,47.8,36,1.8,21.4,58.7,7.0,1,,SmitL.00
140,Tim Carter,24,NYG,WR,12,2,52,26,309,11.9,0,12,40.4,30,2.2,25.8,50.0,5.9,0,,CartTi00
141,Ernie Conwell,31,NOR,TE,10,10,44,26,290,11.2,2,15,45.5,32,2.6,29.0,59.1,6.6,1,,ConwEr00
142,Brian Finneran,27,ATL,WR,12,10,54,26,368,14.2,2,21,46.3,38,2.2,30.7,48.1,6.8,0,,FinnBr00
143,DeShaun Foster,23,CAR,RB,14,2,35,26,207,8.0,2,7,45.7,47,1.9,14.8,74.3,5.9,3,,FostDe00
144,Jamal Lewis,24,BAL,RB,16,16,38,26,205,7.9,0,10,47.4,26,1.6,12.8,68.4,5.4,8,PBAP-1AP MVP-4AP OPoY-1,LewiJa00
145,Derrius Thompson,26,MIA,WR,16,12,59,26,359,13.8,0,19,42.4,31,1.6,22.4,44.1,6.1,0,,ThomDe00
146,Brandon Bennett,30,CIN,RB,16,0,32,25,176,7.0,1,7,37.5,16,1.6,11.0,78.1,5.5,2,,BennBr00
147,Kelly Campbell,23,MIN,WR,15,6,46,25,522,20.9,4,16,47.8,72,1.7,34.8,54.3,11.3,2,,CampKe00
148,Garrison Hearst,32,SFO,RB,12,12,38,25,211,8.4,1,7,34.2,26,2.1,17.6,65.8,5.6,2,,HearGa00
149,Donte' Stallworth,23,NOR,WR,11,3,55,25,485,19.4,3,19,40.0,76,2.3,44.1,45.5,8.8,3,,StalDo00
150,Corey Bradford,28,HOU,WR,16,6,62,24,460,19.2,4,16,35.5,78,1.5,28.8,38.7,7.4,0,,BradCo00
151,Antonio Gates,23,SDG,TE,15,11,42,24,389,16.2,2,19,52.4,48,1.6,25.9,57.1,9.3,1,,GateAn00
152,William Henderson,32,GNB,FB,16,12,34,24,214,8.9,3,14,50.0,22,1.5,13.4,70.6,6.3,0,,HendWi00
153,Thomas Jones,25,TAM,RB,16,3,31,24,180,7.5,0,9,45.2,29,1.5,11.3,77.4,5.8,4,,JoneTh00
154,Matt Schobel,25,CIN,TE,15,1,30,24,332,13.8,2,12,63.3,45,1.6,22.1,80.0,11.1,2,,SchoMa00
155,Casey Fitzsimmons,23,DET,TE,16,11,40,23,160,7.0,2,11,37.5,22,1.4,10.0,57.5,4.0,0,,FitzCa00
156,Chad Lewis,32,PHI,TE,16,14,40,23,293,12.7,1,17,55.0,29,1.4,18.3,57.5,7.3,0,,LewiCh00
157,James McKnight,31,MIA,WR,15,1,43,23,285,12.4,2,11,46.5,80,1.5,19.0,53.5,6.6,1,,McKnJa00
158,Ken Dilger,32,TAM,TE,15,15,41,22,244,11.1,1,10,36.6,48,1.5,16.3,53.7,6.0,1,,DilgKe00
159,Eddie George,30,TEN,RB,16,16,31,22,163,7.4,0,7,48.4,22,1.4,10.2,71.0,5.3,1,,GeorEd00
160,Charles Rogers,22,DET,WR,5,5,52,22,243,11.0,3,13,38.5,33,4.4,48.6,42.3,4.7,0,,RogeCh01
161,Brandon Stokley,27,IND,WR,6,3,32,22,211,9.6,3,11,62.5,37,3.7,35.2,68.8,6.6,0,,StokBr00
162,Kelley Washington,24,CIN,WR,16,3,47,22,299,13.6,4,16,44.7,51,1.4,18.7,46.8,6.4,0,,WashKe00
163,Ricky Williams,25,IND,RB,13,4,29,22,157,7.1,1,9,41.4,17,1.7,12.1,75.9,5.4,2,,WillRi01
164,Tony Fisher,24,GNB,RB,15,0,25,21,206,9.8,2,10,52.0,32,1.4,13.7,84.0,8.2,0,,FishTo00
165,Justin Griffith,23,ATL,FB,16,11,34,21,122,5.8,2,6,29.4,24,1.3,7.6,61.8,3.6,0,,GrifJu00
166,Rudi Johnson,24,CIN,RB,13,5,23,21,146,7.0,0,9,56.5,17,1.6,11.2,91.3,6.3,0,,JohnRu00
167,Tony Stewart,24,CIN,TE,16,7,33,21,212,10.1,0,12,60.6,21,1.3,13.3,63.6,6.4,0,,StewTo00
168,Dan Campbell,27,DAL,TE,16,16,30,20,195,9.8,1,8,43.3,23,1.3,12.2,66.7,6.5,0,,CampDa00
169,Jameel Cook,24,TAM,FB,14,8,30,20,120,6.0,1,8,36.7,19,1.4,8.6,66.7,4.0,0,,CookJa00
170,Mike Furrey,26,STL,WR,13,0,33,20,189,9.5,0,12,51.5,24,1.5,14.5,60.6,5.7,3,,FurrMi00
171,Chester Taylor,24,BAL,RB,16,1,27,20,132,6.6,0,7,33.3,23,1.3,8.3,74.1,4.9,3,,TaylCh01
172,Wesley Walls,37,GNB,TE,14,1,33,20,222,11.1,1,9,39.4,36,1.4,15.9,60.6,6.7,0,,WallWe00
173,Fred Beasley,29,SFO,FB,16,11,28,19,184,9.7,1,6,42.9,32,1.2,11.5,67.9,6.6,0,PBAP-2,BeasFr00
174,Larry Centers,35,NWE,FB,9,3,34,19,106,5.6,1,9,29.4,14,2.1,11.8,55.9,3.1,0,,CentLa00
175,Robert Holcombe,28,TEN,RB,15,0,25,19,121,6.4,1,4,36.0,11,1.3,8.1,76.0,4.8,2,,HolcRo00
176,Terry Jones,24,BAL,TE,16,13,25,19,159,8.4,3,10,60.0,25,1.2,9.9,76.0,6.4,0,,JoneTe00
177,Ed McCaffrey,35,DEN,WR,12,7,34,19,195,10.3,0,13,41.2,23,1.6,16.3,55.9,5.7,0,,McCaEd00
178,Tyrone Calico,23,TEN,WR,14,2,43,18,297,16.5,4,15,37.2,45,1.3,21.2,41.9,6.9,0,,CaliTy00
179,Rock Cartwright,24,WAS,FB,15,3,28,18,176,9.8,0,5,35.7,40,1.2,11.7,64.3,6.3,2,,CartRo01
180,Chris Doering,30,PIT,WR,16,0,30,18,240,13.3,1,15,56.7,53,1.1,15.0,60.0,8.0,0,,DoerCh00
181,Steve Heiden,27,CLE,TE,9,9,31,18,134,7.4,0,4,35.5,17,2.0,14.9,58.1,4.3,0,,HeidSt00
182,Eric Parker,24,SDG,WR,8,4,31,18,244,13.6,3,13,54.8,33,2.3,30.5,58.1,7.9,1,,ParkEr00
183,Stanley Pritchett,30,CHI,FB,16,11,27,18,83,4.6,0,5,25.9,20,1.1,5.2,66.7,3.1,0,,PritSt00
184,Scotty Anderson,24,DET,WR,9,0,31,17,325,19.1,2,12,51.6,72,1.9,36.1,54.8,10.5,0,,AndeSc00
185,Aveion Cason,24,DAL,RB,10,0,20,17,142,8.4,0,3,25.0,28,1.7,14.2,85.0,7.1,2,,CasoAv00
186,Justin Gage,22,CHI,WR,10,3,35,17,338,19.9,2,14,42.9,57,1.7,33.8,48.6,9.7,1,,GageJu00
187,Bryan Gilmore,25,ARI,WR,14,10,45,17,208,12.2,2,12,31.1,32,1.2,14.9,37.8,4.6,0,,GilmBr00
188,Troy Hambrick,27,DAL,RB,16,16,24,17,99,5.8,0,2,37.5,13,1.1,6.2,70.8,4.1,4,,HambTr00
189,Cortez Hankton,22,JAX,WR,16,0,41,17,166,9.8,0,8,26.8,22,1.1,10.4,41.5,4.0,0,,HankCo00
190,Kris Mangum,30,CAR,TE,16,11,29,17,199,11.7,0,12,48.3,34,1.1,12.4,58.6,6.9,0,,MangKr00
191,Jon Ritchie,29,PHI,FB,16,7,26,17,86,5.1,3,8,53.8,12,1.1,5.4,65.4,3.3,0,,RitcJo00
192,Marcellus Rivers,25,NYG,TE,12,6,22,17,155,9.1,0,9,77.3,27,1.4,12.9,77.3,7.0,0,,RiveMa00
193,Frank Wycheck,32,TEN,TE,10,6,29,17,165,9.7,2,13,58.6,25,1.7,16.5,58.6,5.7,0,,WychFr00
194,Bethel Johnson,24,NWE,WR,15,5,34,16,209,13.1,2,12,38.2,45,1.1,13.9,47.1,6.1,0,,JohnBe00
195,Rob Konrad,27,MIA,FB,14,12,19,16,166,10.4,0,9,78.9,25,1.1,11.9,84.2,8.7,0,,KonrRo00
